Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
ERR4899220	956	147	0	0	0	0	687006	205811	0	0	0	0	671	4126	562551	1139457	52.39	52.70	835	-	650	-	231	-	423	-	0	0	0	6	0	0	3	8 + 7 part	15388	48.698	1.010	0.00	146.34	13.10	3028	543294	804	-	622	-	242	-	441	-
ERR4899221	595	345	29	0	0	0	1075247	912780	195371	0	0	0	523	9800	1045138	1139457	52.58	52.70	2686	2487	1569	1311	121	139	245	295	5	4	14824	6	0	0	1	1 + 11 part	17782	91.786	1.006	0.00	106.14	12.92	9586	1024513	2632	2434	1469	1196	125	143	256	309
ERR4899222	146	117	63	31	12	2	1126908	1108921	956958	717821	423185	128872	136	74180	1123724	1139457	52.72	52.70	16778	16193	7412	7403	19	20	46	47	0	0	0	11	0	0	0	3 + 10 part	20665	98.898	1.002	0.00	11.63	10.00	69836	1102306	16193	15728	7337	7089	19	20	48	49
ERR4899223	622	374	24	3	0	0	1066318	910243	171098	42599	0	0	548	16693	1035026	1139457	52.59	52.70	2473	2255	1464	1204	126	149	264	323	3	2	10526	6	0	0	1	6 + 7 part	15489	91.105	1.006	0.00	21.11	10.36	13929	1017696	2372	2187	1416	1129	129	152	270	332
ERR4899224	128	100	67	41	10	1	1127369	1113142	1020597	845027	360406	53642	113	53642	1123378	1139457	52.77	52.70	16615	15673	10101	9827	21	22	41	42	0	0	0	10	0	0	0	1 + 12 part	19745	98.964	1.002	0.00	6.63	10.62	53642	1103100	15673	15673	9795	9155	22	22	43	44
ERR4899225	945	337	1	0	0	0	941897	554927	5040	0	0	0	769	5040	865005	1139457	52.74	52.70	1218	975	837	515	226	352	440	749	1	1	2371	2	0	0	1	7 + 7 part	13578	75.898	1.008	0.00	23.56	8.88	5040	847657	1186	949	811	-	229	358	449	-
ERR4899226	156	123	67	34	11	1	1126682	1111121	956923	728786	371473	53166	136	53166	1121522	1139457	52.72	52.70	15507	15507	7063	6718	21	21	48	50	0	0	0	6	0	0	0	2 + 10 part	18038	98.900	1.003	0.00	10.18	10.81	49904	1102492	15507	14664	6718	6515	21	22	50	52
ERR4899227	168	136	78	38	7	0	1126564	1108924	926168	661242	210918	0	154	37523	1123664	1139457	52.74	52.70	11692	11513	5806	5534	29	30	63	65	0	0	0	6	0	0	1	1 + 14 part	19947	98.927	1.003	0.00	6.27	10.08	37523	1102633	11513	11283	5534	5392	29	30	64	66
ERR4899228	259	201	75	30	1	0	1121243	1088691	773023	446009	27582	0	233	27582	1113184	1139457	52.70	52.70	8054	7944	4215	4074	43	44	89	94	2	2	11269	5	0	0	3	2 + 16 part	19719	97.952	1.003	0.00	8.90	9.54	27582	1092833	7944	7865	4106	3897	43	45	91	96
ERR4899229	550	338	41	4	0	0	1089871	956308	303560	57469	0	0	484	21866	1064289	1139457	52.61	52.70	3130	2976	1692	1391	102	115	216	253	0	0	0	5	0	0	2	4 + 11 part	17295	93.669	1.005	0.00	12.28	9.88	18060	1045772	3078	2906	1590	1324	105	117	222	261
ERR4899230	21	6	6	5	4	4	1134554	1127735	1127735	1119719	1102964	1102964	12	598771	1132638	1139457	52.75	52.70	598771	598771	168786	168786	1	1	3	3	0	0	0	12	0	0	0	2 + 5 part	19923	99.835	1.002	0.00	4.68	10.98	588003	1111513	588003	588003	168721	168721	1	1	3	3
ERR4899231	89	22	18	12	11	6	1135409	1119972	1107074	1068601	1057689	876937	30	299497	1126755	1139457	52.74	52.70	114744	114744	51294	51294	3	3	6	6	1	1	249519	12	0	0	0	1 + 9 part	19998	99.330	1.001	0.00	3.98	10.31	292621	1106051	114740	114740	49213	49213	3	3	6	6
ERR4899232	773	53	0	0	0	0	465849	69296	0	0	0	0	430	2806	318449	1139457	52.38	52.70	716	-	596	-	162	-	284	-	3	2	3738	0	0	0	0	4 + 4 part	5343	27.991	1.005	0.00	136.45	16.05	2795	311679	712	-	582	-	165	-	289	-
ERR4899233	807	383	9	2	0	0	1023125	756198	69136	21474	0	0	694	11132	976043	1139457	52.73	52.70	1678	1459	1059	762	176	228	360	499	1	1	10342	0	0	0	1	4 + 11 part	15262	85.750	1.007	0.00	21.48	11.21	11132	957835	1652	1394	1014	725	178	232	368	514
ERR4899234	437	294	53	12	0	0	1105375	1018389	463046	173351	0	0	390	22053	1088042	1139457	52.68	52.70	4060	3831	2180	1975	71	78	162	181	2	2	2932	4	0	0	3	4 + 11 part	18451	95.661	1.005	0.00	15.88	10.52	22053	1068360	3862	3675	2011	1852	73	80	168	187
ERR4899235	533	347	32	5	0	0	1080940	961605	234844	59868	0	0	484	14270	1061484	1139457	52.61	52.70	2938	2769	1761	1500	109	123	225	261	2	2	7188	2	0	0	0	4 + 11 part	17250	93.467	1.004	0.00	15.58	9.62	14270	1042950	2903	2754	1677	1422	111	125	231	269
ERR4899236	142	115	63	35	9	2	1126422	1112790	980985	779064	376578	158232	127	101517	1122430	1139457	52.72	52.70	16336	16336	8560	8153	19	19	42	44	1	1	7321	6	0	0	0	1 + 11 part	19464	98.940	1.002	0.00	12.81	9.90	100158	1102358	16336	15421	8153	7895	19	20	44	45
ERR4899237	308	231	77	21	2	0	1114154	1066848	705036	322952	58353	0	285	33213	1106218	1139457	52.72	52.70	6246	5931	3269	3121	50	53	109	117	3	2	8307	9	0	0	0	2 + 14 part	19372	97.304	1.004	0.00	17.18	10.99	33213	1086048	6176	5925	3146	3037	52	54	112	120
ERR4899238	691	28	0	0	0	0	398658	39613	0	0	0	0	363	2759	258138	1139457	53.64	52.70	692	-	571	-	139	-	243	-	1	1	593	0	0	0	0	4 + 2 part	4655	22.507	1.012	0.00	64.69	10.38	2313	250966	682	-	565	-	143	-	248	-
ERR4899239	595	365	36	5	0	0	1078752	929812	263364	55075	0	0	534	13314	1052776	1139457	52.67	52.70	2446	2327	1473	1196	113	131	248	297	3	3	6693	4	0	0	0	4 + 10 part	15405	92.692	1.006	0.00	38.49	12.12	13314	1035416	2415	2296	1421	1149	115	134	254	306
ERR4899240	958	199	0	0	0	0	756402	300646	0	0	0	0	699	3901	646305	1139457	52.13	52.70	937	590	689	-	223	558	425	-	2	2	2195	0	0	0	1	9 + 6 part	13380	56.699	1.003	0.00	27.42	9.19	3901	632051	918	568	676	-	229	572	435	-
ERR4899241	88	67	38	28	15	4	1130886	1120996	1044355	971694	767283	399649	76	210593	1127900	1139457	52.74	52.70	38595	34193	17156	16464	8	9	19	20	2	2	74464	12	0	0	0	2 + 10 part	20707	99.248	1.003	0.00	7.06	9.87	204979	1106252	34193	34193	16464	14926	9	9	20	21
ERR4899242	110	83	57	35	12	2	1128954	1116286	1032378	862680	457332	116354	94	60745	1125621	1139457	52.74	52.70	22568	22568	12036	10368	17	17	34	35	0	0	0	9	0	0	1	2 + 12 part	18913	99.184	1.003	0.00	5.71	10.60	60745	1105541	22568	21604	9975	9633	17	18	35	36
ERR4899243	35	19	18	17	13	7	1129297	1121010	1118244	1113018	1043000	838159	26	335624	1126996	1139457	52.75	52.70	78552	78552	44564	44564	4	4	8	8	0	0	0	10	0	0	0	1 + 10 part	19026	99.364	1.002	0.00	3.44	10.31	330548	1106776	74217	74217	44509	44509	4	4	8	8
ERR4899244	1029	228	0	0	0	0	819577	347064	0	0	0	0	710	4888	681910	1139457	52.21	52.70	1023	634	712	-	222	511	424	-	1	1	992	0	0	0	0	10 + 6 part	16022	59.431	1.007	0.00	47.33	11.64	4654	663190	974	605	692	-	229	526	436	-
ERR4899245	29	12	11	10	6	4	1129605	1121404	1117192	1111966	1042366	958589	19	598841	1127133	1139457	52.75	52.70	598841	598841	97562	97562	1	1	3	3	0	0	0	12	0	0	0	1 + 7 part	19776	99.390	1.001	0.00	20.98	10.85	587894	1106672	587894	587894	97471	97471	1	1	3	3
ERR4899246	571	364	34	5	0	0	1093134	960876	242622	58829	0	0	519	16061	1073196	1139457	52.69	52.70	2794	2571	1646	1418	116	129	243	276	0	0	0	3	0	0	0	4 + 14 part	19086	94.276	1.005	0.00	32.51	10.77	16061	1052714	2713	2509	1576	1348	119	132	248	283
ERR4993349	21	7	5	5	4	4	1133937	1128645	1126123	1126123	1109431	1109431	11	598738	1131859	1139457	52.75	52.70	598738	598738	175122	175122	1	1	3	3	0	0	0	11	0	0	0	0 + 6 part	19086	99.850	1.002	0.00	27.18	12.15	587845	1111483	587845	587845	174997	174997	1	1	3	3
ERR4993350	27	5	5	5	4	4	1135159	1126087	1126087	1126087	1109351	1109351	12	598791	1132046	1139457	52.75	52.70	598791	598791	175157	175157	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19048	99.842	1.002	0.00	4.68	10.98	587896	1111597	587896	587896	175032	175032	1	1	3	3
ERR4993351	28	10	10	10	8	6	1134915	1126537	1126537	1126537	1095588	1024658	17	299252	1132258	1139457	52.75	52.70	175210	175210	126681	126681	3	3	5	5	0	0	0	10	0	0	0	1 + 8 part	19528	99.822	1.002	0.00	24.76	11.97	294781	1111236	169031	169031	125871	125871	3	3	5	5
ERR4993352	25	5	5	5	4	4	1134774	1125864	1125864	1125864	1109133	1109133	12	598752	1131844	1139457	52.75	52.70	598752	598752	175012	175012	1	1	3	3	0	0	0	13	0	0	0	1 + 6 part	19364	99.826	1.002	0.00	8.19	10.80	587568	1111165	587568	587568	174904	174904	1	1	3	3
ERR4993353	28	5	5	5	4	4	1135213	1125881	1125881	1125881	1109150	1109150	12	598776	1131840	1139457	52.75	52.70	598776	598776	174910	174910	1	1	3	3	0	0	0	13	0	0	0	1 + 6 part	19100	99.825	1.002	0.00	4.95	11.07	587889	1111368	587889	587889	174813	174813	1	1	3	3
ERR4993354	25	5	5	5	4	4	1134883	1126293	1126293	1126293	1109604	1109604	12	598851	1132012	1139457	52.75	52.70	598851	598851	175171	175171	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19026	99.851	1.002	0.00	23.22	12.24	588036	1111649	588036	588036	174977	174977	1	1	3	3
ERR4993355	21	6	5	5	4	4	1134730	1127184	1126178	1126178	1109423	1109423	13	598777	1132983	1139457	52.75	52.70	598777	598777	175153	175153	1	1	3	3	0	0	0	11	0	0	0	2 + 6 part	19922	99.845	1.002	0.00	4.68	10.98	587892	1111629	587892	587892	175032	175032	1	1	3	3
ERR4993356	33	6	5	5	4	4	1136021	1126050	1121675	1121675	1104935	1104935	13	598779	1132010	1139457	52.75	52.70	598779	598779	170672	170672	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19044	99.840	1.002	0.00	4.05	10.62	588017	1111742	588017	588017	170590	170590	1	1	3	3
ERR4993357	21	5	5	5	4	4	1133145	1125092	1125092	1125092	1109364	1109364	12	598721	1130894	1139457	52.75	52.70	598721	598721	174993	174993	1	1	3	3	1	1	704	12	0	0	0	1 + 5 part	18491	99.836	1.001	0.00	33.85	11.88	587400	1111046	587400	587400	174906	174906	1	1	3	3
ERR4993358	27	5	5	5	4	4	1135128	1126017	1126017	1126017	1109287	1109287	12	598746	1131976	1139457	52.75	52.70	598746	598746	175106	175106	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19035	99.843	1.002	0.00	4.68	11.25	587987	1111664	587987	587987	175009	175009	1	1	3	3
ERR4993359	37	6	6	6	5	4	1136453	1126000	1126000	1126000	1109269	1073223	13	598753	1131960	1139457	52.75	52.70	598753	598753	172797	172797	1	1	3	3	0	0	0	12	0	0	0	1 + 7 part	19035	99.831	1.002	0.00	4.95	10.80	587872	1111576	587872	587872	169400	169400	1	1	3	3
ERR4993360	16	6	5	5	4	4	1132112	1127542	1126529	1126529	1110722	1110722	10	598489	1130888	1139457	52.74	52.70	598489	598489	174653	174653	1	1	3	3	1	1	174653	12	0	0	0	1 + 6 part	19289	99.806	1.001	0.00	112.28	15.58	587952	1111230	587952	587952	169469	169469	1	1	3	3
ERR4993361	24	5	5	5	4	4	1134699	1126156	1126156	1126156	1109477	1109477	12	598858	1131934	1139457	52.75	52.70	598858	598858	175026	175026	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19034	99.851	1.002	0.00	22.50	11.34	588095	1111660	588095	588095	174928	174928	1	1	3	3
ERR4993362	25	5	5	5	4	4	1134730	1126125	1126125	1126125	1109446	1109446	12	598773	1131897	1139457	52.75	52.70	598773	598773	175095	175095	1	1	3	3	0	0	0	11	0	0	0	1 + 6 part	19098	99.849	1.002	0.00	23.22	12.06	587999	1111618	587999	587999	174997	174997	1	1	3	3
ERR5206964	725	333	11	0	0	0	983247	732695	68423	0	0	0	616	8116	936857	1139457	53.45	52.70	2050	1564	1071	695	144	201	305	478	1	1	1067	3	0	0	0	4 + 12 part	17281	82.058	1.007	0.00	18.40	11.72	8116	917099	1996	1518	1040	655	146	205	313	498
ERR5206965	771	191	1	0	0	0	645732	299671	5046	0	0	0	570	5046	558226	1139457	54.47	52.70	1046	-	711	-	171	-	335	-	2	2	3764	0	0	0	1	2 + 8 part	10810	48.966	1.005	0.00	23.68	13.58	5046	546139	1016	-	697	-	177	-	345	-
ERR5206966	764	289	7	1	0	0	894746	603499	48143	13113	0	0	607	13113	828498	1139457	53.64	52.70	1631	1084	971	-	141	257	308	-	2	1	2059	4	0	0	1	3 + 14 part	14473	72.742	1.006	0.00	18.41	10.75	13113	811990	1613	1052	925	-	144	264	316	-
ERR5206967	816	330	7	1	0	0	934635	629095	46674	12198	0	0	678	12198	878029	1139457	53.32	52.70	1484	1138	928	547	175	275	361	634	3	3	8066	4	0	0	2	2 + 14 part	16544	77.074	1.005	0.00	21.22	10.96	12198	859970	1447	1095	898	503	183	287	377	665
ERR5206968	799	291	8	2	0	0	902755	583137	61197	22931	0	0	645	11484	836261	1139457	53.38	52.70	1442	1028	901	-	154	278	337	-	2	2	6103	3	0	0	0	7 + 11 part	16440	73.250	1.006	0.00	20.61	10.55	11484	817749	1413	1001	878	-	160	287	348	-
ERR5206969	827	309	9	0	0	0	919014	594231	57905	0	0	0	670	8989	852095	1139457	53.42	52.70	1526	1049	900	-	173	286	357	-	1	1	1067	2	0	0	0	4 + 11 part	14757	74.803	1.006	0.00	23.07	10.81	8989	835443	1503	1027	879	-	176	292	366	-
ERR5206970	222	142	66	38	6	0	1118512	1069044	887338	686036	179877	0	194	42788	1110069	1139457	52.81	52.70	13246	12801	6551	5957	27	29	57	60	1	1	25300	8	0	0	1	3 + 12 part	20668	97.664	1.002	0.00	6.35	10.03	42788	1088340	12801	12656	5957	5230	29	30	60	64
ERR5206971	668	306	29	3	0	0	980292	755296	202473	33726	0	0	551	11886	931490	1139457	53.21	52.70	2264	1668	1159	717	109	162	254	425	2	1	3239	4	0	0	0	2 + 15 part	17841	81.780	1.004	0.00	19.67	12.64	11093	912842	2225	1580	1113	663	113	168	265	447
ERR5206972	192	136	56	34	7	2	1119334	1082800	878586	725631	292214	105601	179	53621	1115917	1139457	52.79	52.70	15016	15016	5620	5198	21	21	49	52	1	1	1067	9	0	0	1	2 + 13 part	20048	98.163	1.003	0.00	12.27	11.44	53621	1095009	14500	14500	5198	4972	22	22	51	55
ERR5206973	729	191	3	0	0	0	698854	379556	18418	0	0	0	518	7557	608032	1139457	54.21	52.70	1386	571	797	-	126	447	277	-	3	3	8615	2	0	0	0	3 + 11 part	12533	53.192	1.006	0.00	26.36	13.01	7557	593671	1309	540	760	-	133	468	291	-
ERR5206974	301	227	67	22	2	0	1111540	1065968	664605	351042	71012	0	278	39603	1102478	1139457	52.83	52.70	6371	6331	3309	3067	48	50	108	117	2	2	8646	8	0	0	1	1 + 13 part	19644	96.998	1.003	0.00	11.21	10.56	39603	1082154	6099	5815	3174	2926	49	52	113	122
ERR5206975	815	280	2	0	0	0	841157	509422	13169	0	0	0	646	7434	769030	1139457	53.86	52.70	1330	881	870	-	173	345	353	-	1	1	976	3	0	0	0	1 + 16 part	16168	67.324	1.005	0.00	21.89	11.48	7434	751609	1322	844	817	-	179	356	364	-
ERR5206976	579	302	39	3	0	0	1051038	877777	294126	43297	0	0	484	19388	1012247	1139457	53.11	52.70	3081	2708	1540	1116	96	118	208	281	2	2	8377	7	0	0	2	2 + 12 part	16402	89.114	1.004	0.00	15.63	10.39	19376	994790	3021	2673	1470	1046	99	122	216	292
ERR5206977	879	174	0	0	0	0	668752	266383	0	0	0	0	580	4387	542009	1139457	54.30	52.70	991	-	692	-	179	-	347	-	2	2	5966	1	0	0	0	3 + 5 part	8279	47.688	1.006	0.00	29.59	12.25	3609	532115	948	-	675	-	185	-	358	-
ERR5206978	768	322	10	0	0	0	913212	634959	60661	0	0	0	630	8517	854116	1139457	53.66	52.70	1579	1178	986	-	156	263	328	-	2	2	3015	5	0	0	1	3 + 10 part	16099	74.936	1.005	0.00	20.87	11.63	6709	836789	1491	1133	935	-	163	273	341	-
ERR5206979	691	283	23	2	0	0	946667	697667	158203	24482	0	0	554	12886	888342	1139457	53.51	52.70	2406	1482	1116	579	112	179	254	492	0	0	0	4	0	0	0	6 + 11 part	16707	77.929	1.005	0.00	15.80	10.61	12886	869502	2339	1428	1073	528	115	185	263	515
ERR5206980	637	291	26	1	0	0	957506	737444	171375	14272	0	0	533	14272	913328	1139457	53.63	52.70	2308	1803	1244	676	111	166	244	433	0	0	0	4	0	0	3	3 + 15 part	17623	80.132	1.005	0.00	24.00	10.99	12830	894610	2270	1742	1181	612	114	170	252	453
ERR5206981	518	291	52	9	0	0	1053811	913802	402970	109482	0	0	438	18386	1021106	1139457	53.19	52.70	3481	3021	1726	1289	78	97	181	240	3	3	22232	7	0	0	1	2 + 14 part	20236	89.544	1.005	0.00	14.85	11.24	18386	999819	3277	2878	1651	1208	83	103	192	254
ERR5206982	927	265	1	0	0	0	832233	431819	5780	0	0	0	685	5780	727354	1139457	53.50	52.70	1144	730	781	-	201	427	395	-	1	1	1086	3	0	0	0	7 + 6 part	13178	63.788	1.006	0.00	24.66	11.41	4338	712367	1105	710	752	-	205	438	404	-
ERR5206983	697	199	7	0	0	0	704430	412501	43714	0	0	0	492	8019	617222	1139457	54.42	52.70	1481	579	860	-	115	405	254	-	1	1	2408	5	0	0	0	3 + 9 part	12550	54.118	1.004	0.00	19.93	12.95	8019	603765	1417	557	821	-	121	424	266	-
ERR5206984	264	163	71	29	6	0	1099249	1040103	822626	541372	197526	0	230	44912	1088160	1139457	52.96	52.70	9832	8878	5092	4445	30	32	70	78	2	2	28420	8	0	0	1	2 + 13 part	19766	95.634	1.004	0.00	10.34	10.81	44912	1066943	9660	8511	4783	4271	31	34	74	82
ERR5206985	798	245	2	0	0	0	761955	429856	11816	0	0	0	605	6174	679010	1139457	53.95	52.70	1263	671	801	-	164	417	334	-	1	1	1328	3	0	0	0	4 + 10 part	11876	59.535	1.007	0.00	22.49	12.53	6141	664788	1194	649	767	-	171	433	347	-
ERR5206986	693	303	22	3	0	0	961720	718346	159552	35790	0	0	566	12827	908010	1139457	53.55	52.70	2027	1577	1086	647	121	185	268	474	2	2	2950	7	0	0	0	3 + 12 part	16469	79.685	1.005	0.00	18.16	11.62	11398	889652	1965	1547	1055	597	126	191	277	495
ERR5206987	828	290	3	0	0	0	866390	534947	16721	0	0	0	669	6290	799554	1139457	53.71	52.70	1368	911	863	-	176	327	361	-	4	3	7023	1	0	0	1	4 + 10 part	15566	70.059	1.006	0.00	20.40	11.03	6290	782415	1322	882	804	-	183	340	375	-
ERR5206988	389	179	67	18	0	0	988351	867086	574257	235369	0	0	296	23415	949681	1139457	53.65	52.70	6100	5027	3438	1138	50	67	100	167	0	0	0	9	0	0	0	2 + 15 part	20509	83.317	1.002	0.00	9.38	11.22	19072	928725	5955	4935	3268	928	51	69	104	182
ERR5206989	610	286	36	3	0	0	988417	792015	254962	41707	0	0	507	18453	945439	1139457	53.30	52.70	2892	2174	1407	751	96	135	215	359	1	1	1067	4	0	0	1	2 + 13 part	19146	82.890	1.004	0.00	19.95	11.28	18453	925033	2770	2018	1270	694	99	140	226	383
ERR5206990	120	92	59	34	13	3	1126198	1111226	1036787	846295	552240	199184	107	89741	1122438	1139457	52.78	52.70	21791	21791	10111	9847	14	14	34	35	0	0	0	11	0	0	0	2 + 12 part	20358	98.847	1.002	0.00	6.18	10.27	89741	1101793	21138	21138	9847	9574	15	15	35	37
ERR5206991	689	319	24	2	0	0	1006149	771115	159208	23451	0	0	595	12381	967163	1139457	53.33	52.70	2193	1796	1182	763	126	169	277	415	4	3	18797	6	0	0	2	4 + 13 part	19451	84.847	1.004	0.00	18.96	11.44	10573	947340	2101	1717	1116	720	131	176	289	436
ERR5206992	666	314	25	6	1	0	1046181	829662	219860	94038	25153	0	548	25153	998728	1139457	52.99	52.70	2508	2127	1353	921	109	139	246	341	2	1	2058	5	0	0	1	5 + 11 part	18701	87.579	1.006	0.00	15.60	10.77	23345	977924	2463	2067	1286	856	113	145	256	358
ERR5206993	521	328	46	5	0	0	1087189	963152	310002	58113	0	0	466	13635	1065945	1139457	52.94	52.70	3279	3158	1830	1547	102	113	207	240	1	1	4550	3	0	0	1	5 + 15 part	19301	93.633	1.005	0.00	17.47	11.33	13186	1045254	3270	3082	1791	1439	103	115	212	246
ERR5206994	605	330	35	5	0	0	1034817	860876	250404	59558	0	0	536	14261	1005758	1139457	53.05	52.70	2657	2193	1367	1014	105	133	238	324	3	2	14799	3	0	0	2	3 + 13 part	17638	88.453	1.004	0.00	20.12	10.57	12429	987374	2583	2121	1286	936	109	138	250	340
ERR5206995	624	352	27	2	0	0	1042158	869692	182844	21336	0	0	552	10676	1012233	1139457	53.10	52.70	2449	2130	1370	1067	121	148	259	338	2	2	10617	5	0	0	1	4 + 13 part	17528	88.845	1.006	0.00	22.25	11.94	10660	992752	2428	2074	1319	998	124	153	268	350
ERR5206996	788	273	6	0	0	0	841396	528994	39385	0	0	0	602	8619	762461	1139457	54.19	52.70	1483	909	905	-	154	316	318	-	1	1	2776	2	0	0	1	2 + 14 part	17550	66.595	1.005	0.00	24.56	12.42	8619	743595	1444	850	848	-	160	331	334	-
ERR5206997	849	238	2	0	0	0	782978	413763	11327	0	0	0	631	5857	688372	1139457	53.73	52.70	1222	694	773	-	175	430	356	-	1	1	1891	0	0	0	3	7 + 8 part	15599	60.173	1.005	0.00	26.58	12.84	5857	671738	1176	667	742	-	182	447	371	-
ERR5206998	620	261	31	4	0	0	933095	716571	226563	53331	0	0	499	18139	883095	1139457	53.91	52.70	2752	1798	1193	565	92	149	212	446	1	1	3178	8	0	0	0	3 + 10 part	16343	77.541	1.005	0.00	16.11	10.66	18139	864961	2636	1695	1154	518	97	156	224	475
ERR5206999	801	252	4	0	0	0	793963	466649	27609	0	0	0	612	9605	713446	1139457	54.00	52.70	1376	732	796	-	158	375	329	-	1	1	2976	1	0	0	3	3 + 11 part	14354	62.498	1.005	0.00	19.99	11.07	9605	697534	1326	701	767	-	162	389	341	-
ERR5207000	841	240	2	0	0	0	762822	395621	10532	0	0	0	645	5429	678614	1139457	53.99	52.70	1188	668	762	-	189	456	371	-	0	0	0	1	0	0	1	6 + 8 part	13649	59.423	1.006	0.00	21.78	11.80	5263	662831	1153	648	738	-	194	470	382	-
ERR5207001	792	285	7	0	0	0	854850	549710	38915	0	0	0	603	6328	773649	1139457	54.11	52.70	1517	948	933	-	152	306	317	-	0	0	0	2	0	0	0	7 + 9 part	14810	67.833	1.005	0.00	43.46	11.39	6328	756858	1478	913	885	-	155	315	327	-
ERR5207002	731	242	9	0	0	0	812759	524077	62064	0	0	0	559	8075	740863	1139457	53.95	52.70	1730	839	891	-	121	292	276	-	0	0	0	6	0	0	0	5 + 10 part	15144	65.008	1.003	0.00	20.60	10.78	7431	725389	1562	796	846	-	127	306	289	-
ERR5207003	61	41	35	24	13	5	1130145	1120107	1106356	1029129	842461	543080	51	149169	1128030	1139457	52.75	52.70	42585	42585	24132	24132	6	6	14	14	0	0	0	8	0	0	0	2 + 10 part	19719	99.325	1.003	0.00	3.89	10.59	147729	1106223	41322	41322	24132	22275	6	6	14	15
ERR5207004	816	361	10	0	0	0	990431	692712	57197	0	0	0	696	7074	940119	1139457	53.18	52.70	1566	1286	963	696	182	252	374	554	3	2	7126	5	0	0	1	7 + 12 part	16363	82.481	1.006	0.00	22.12	10.79	7074	921581	1524	1242	940	662	186	258	384	572
ERR5207005	100	75	59	35	10	3	1129924	1118672	1078680	898797	508209	276698	86	134296	1127323	1139457	52.76	52.70	20578	20578	11088	11088	13	13	31	31	0	0	0	12	0	0	0	2 + 13 part	21047	99.217	1.002	0.00	4.35	10.24	130490	1105615	20578	19525	11024	10866	13	14	32	33
ERR5207006	416	304	59	9	1	0	1107978	1037119	457906	117378	27700	0	387	27700	1097521	1139457	52.80	52.70	4300	4210	2191	2076	79	84	166	181	0	0	0	3	0	0	1	3 + 14 part	18031	96.527	1.005	0.00	9.12	10.24	27700	1077116	4290	4204	2129	1984	80	85	169	185
ERR5207007	31	10	8	8	7	4	1133756	1123170	1120646	1120646	1103890	988382	21	571314	1131742	1139457	52.74	52.70	571314	571314	126679	126679	1	1	3	3	0	0	0	11	0	0	0	6 + 6 part	23387	99.392	1.002	0.00	5.43	10.94	560631	1106949	204746	204746	125859	125859	2	2	3	3
ERR5207008	31	11	9	9	6	3	1135169	1126318	1124057	1124057	1063242	956832	19	598805	1132934	1139457	52.75	52.70	598805	598805	150515	150515	1	1	3	3	0	0	0	11	0	0	0	2 + 7 part	20627	99.841	1.001	0.00	5.31	11.07	587907	1111663	587907	587907	150515	150515	1	1	3	3
ERR5207009	29	11	9	9	6	6	1135208	1127195	1124935	1124935	1085200	1085200	18	448858	1132993	1139457	52.75	52.70	197394	197394	126635	126635	2	2	4	4	0	0	0	10	0	0	0	3 + 8 part	19918	99.839	1.002	0.00	5.85	10.98	443571	1111688	193997	193997	125860	125860	2	2	4	4
ERR5207010	69	44	35	24	12	8	1130834	1122475	1096890	1019040	820999	689159	50	160489	1127569	1139457	52.75	52.70	60788	60788	23339	23339	6	6	14	14	1	1	7317	8	0	0	0	2 + 12 part	20658	99.335	1.001	0.00	4.16	10.31	160395	1106611	60788	60788	22721	22721	6	6	14	14
ERR5207011	22	7	6	6	5	4	1129543	1122078	1121072	1121072	1104316	1060891	14	598798	1127915	1139457	52.75	52.70	598798	598798	126657	126657	1	1	3	3	1	1	126657	11	0	0	0	2 + 6 part	19896	99.386	1.002	0.00	4.70	11.39	588058	1106798	588058	588058	125872	125872	1	1	3	3
ERR5207012	40	24	21	18	11	5	1129612	1121863	1117056	1096763	988065	788276	31	298109	1127663	1139457	52.75	52.70	117310	117310	40692	40692	3	3	7	7	0	0	0	11	0	0	0	2 + 9 part	20607	99.343	1.001	0.00	3.98	10.49	291763	1106437	113910	113910	40692	40692	3	3	7	7
ERR5207013	404	290	55	9	1	0	1108330	1032426	461165	139906	33525	0	378	33525	1097825	1139457	52.67	52.70	4468	4401	2321	2130	74	79	159	173	1	1	1067	3	0	0	0	3 + 14 part	19273	96.442	1.005	0.00	20.31	9.97	33525	1077190	4419	4280	2237	2056	75	80	163	178
