Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR4993350	30	15	12	12	11	7	1127623	1120621	1114184	1114184	1097648	935673	21	196387	1124941	1139457	52.70	52.78	140089	140089	43201	38416	130148.8	128490.8	4	4	9	10	0	0	0	0	0	0	0	1 + 0 part	1685	98.491	1.000	0.00	6.77	11.59	196387	1122065	139215	139215	43201	38416	129920.1	128265.0	4	4	9	10
ERR4993351	69	22	7	7	6	4	1158015	1138248	1109393	1109393	1092903	1005306	36	371105	1148310	1139457	52.64	52.78	298995	298995	44396	44396	253302.1	255270.1	2	2	5	5	1	1	371105	0	0	0	0	17 + 1 part	23827	98.656	1.000	0.00	32.11	13.52	299723	1124158	298995	298995	44396	44396	215993.9	217672.0	2	2	6	6
ERR4993352	50	12	9	9	8	6	1136481	1120977	1114482	1114482	1097951	1010427	26	261021	1130304	1139457	52.70	52.78	208769	208769	44323	44323	176876.9	175456.1	3	3	7	7	0	0	0	1	0	0	0	9 + 0 part	6856	98.580	1.000	0.00	17.55	11.85	261021	1122711	208769	208769	44323	44323	176774.9	175354.9	3	3	7	7
ERR4993353	30	16	11	11	10	6	1125948	1119530	1104557	1104557	1093065	933282	22	235758	1123849	1139457	52.71	52.78	160268	160268	43201	40947	152013.7	149931.4	3	3	8	9	0	0	0	0	0	0	0	1 + 0 part	1025	98.539	1.000	0.00	6.95	11.40	235620	1122315	160268	160268	43201	40947	151932.1	149850.9	3	3	8	9
ERR4993354	69	21	9	9	8	5	1149818	1131696	1110976	1110976	1098922	975395	36	303535	1142093	1139457	52.67	52.78	299421	299421	43201	43201	208654.3	209137.0	2	2	7	7	1	1	303535	1	0	0	0	17 + 0 part	17869	98.648	1.000	0.00	30.43	13.61	299362	1123839	299103	299103	43201	43201	206280.5	206757.7	2	2	7	7
ERR4993355	55	18	9	9	8	5	1147477	1132882	1115113	1115113	1098558	974769	26	299721	1138561	1139457	52.67	52.78	298641	298641	43225	43225	207578.8	207415.6	2	2	7	7	0	0	0	0	0	0	0	7 + 2 part	14212	98.607	1.000	0.00	7.30	11.57	299127	1123360	298641	298641	43225	43225	207211.5	207048.5	2	2	7	7
ERR4993356	26	12	8	8	7	5	1125521	1119633	1110731	1110731	1097380	1009788	17	298962	1123174	1139457	52.74	52.78	298639	298639	44391	44391	220955.1	217797.6	2	2	6	6	0	0	0	0	0	0	0	1 + 0 part	552	98.546	1.000	0.00	6.50	11.49	298962	1122251	298639	298639	44391	44391	220933.1	217775.9	2	2	6	6
ERR4993357	65	16	10	10	9	5	1136594	1120710	1104927	1104927	1093433	943193	26	346328	1126760	1139457	52.70	52.78	225288	225288	43201	43201	202165.0	199912.3	2	2	7	7	0	0	0	1	0	0	0	5 + 0 part	4120	98.534	1.000	0.00	36.54	11.58	345898	1122208	225288	225288	43201	43201	201896.7	199646.9	2	2	7	7
ERR4993358	28	14	10	10	9	7	1124536	1118398	1109509	1109509	1092969	1005404	20	209126	1122850	1139457	52.72	52.78	138659	138659	44364	44364	142407.6	140332.1	4	4	8	8	0	0	0	0	0	0	0	0 + 0 part	0	98.551	1.000	0.00	6.68	11.49	209072	1122479	138659	138659	44364	44364	142378.2	140303.2	4	4	8	8
ERR4993359	26	10	8	8	7	5	1125697	1118918	1114166	1114166	1097635	1010043	15	298962	1122822	1139457	52.73	52.78	298883	298883	44391	44391	221240.2	218010.3	2	2	6	6	0	0	0	0	0	0	0	0 + 0 part	0	98.557	1.000	0.00	6.59	11.58	298962	1122429	298861	298861	44391	44391	221199.2	217969.9	2	2	6	6
ERR4993360	24	18	13	11	10	7	1122526	1119488	1107865	1096765	1084052	967196	21	298401	1121646	1139457	52.72	52.78	160170	160170	44417	43223	162059.2	159526.1	3	3	8	9	1	1	12713	1	0	0	0	0 + 0 part	0	98.427	1.000	0.00	132.35	16.77	298300	1121299	160170	160170	44417	43223	161994.9	159462.8	3	3	8	9
ERR4993361	35	14	9	9	8	5	1131423	1122282	1110219	1110219	1093740	970324	23	438488	1128423	1139457	52.67	52.78	172766	172766	43201	43201	243202.9	240847.8	2	2	7	7	0	0	0	1	0	0	0	5 + 0 part	4710	98.580	1.000	0.00	29.29	12.73	438212	1123114	172766	172766	43201	43201	242973.4	240620.5	2	2	7	7
ERR4993362	44	14	8	8	7	4	1133287	1123208	1111092	1111092	1094613	971111	20	598717	1127173	1139457	52.69	52.78	598717	598717	44366	43201	368241.8	364271.9	1	1	5	6	0	0	0	0	0	0	0	3 + 0 part	3141	98.631	1.000	0.00	36.84	13.62	598642	1123640	598642	598642	44366	43201	368149.4	364180.5	1	1	5	6
ERR5206964	764	274	17	1	0	0	885499	654225	116199	13187	0	0	474	13187	797227	1139457	53.88	52.78	2354	1352	771	-	2892.5	2023.7	106	202	346	-	0	0	0	0	0	0	0	11 + 1 part	10334	69.047	1.000	0.00	17.29	12.33	13187	786710	2354	1348	758	-	2876.3	2012.4	106	202	350	-
ERR5206965	930	151	0	0	0	0	571782	241340	0	0	0	0	386	4875	405899	1139457	55.16	52.78	1192	-	585	-	1413.0	503.3	116	-	312	-	1	1	1692	0	0	0	0	31 + 2 part	32574	32.754	1.000	0.00	15.54	14.47	4875	373155	1097	-	517	-	1306.0	465.2	121	-	339	-
ERR5206966	829	241	10	1	0	0	786821	522436	66836	11686	0	0	450	11686	672299	1139457	54.02	52.78	1971	819	719	-	2500.3	1475.2	104	294	339	-	1	1	755	0	0	0	0	9 + 1 part	9353	58.210	1.000	0.00	12.22	11.01	11686	662888	1937	806	686	-	2484.4	1465.8	105	296	343	-
ERR5206967	899	258	5	1	0	0	822975	508963	33894	11953	0	0	532	11953	705217	1139457	53.69	52.78	1585	840	673	-	2120.1	1312.2	133	324	410	-	2	2	6065	0	0	0	0	21 + 2 part	30505	59.159	1.000	0.00	16.76	14.39	11953	674083	1520	770	584	-	2009.5	1243.7	138	343	438	-
ERR5206968	932	246	9	3	0	0	823486	516144	71073	31596	0	0	494	11327	691721	1139457	53.65	52.78	1724	801	693	-	2524.9	1532.7	112	307	378	-	0	0	0	0	0	0	0	33 + 2 part	34547	57.689	1.000	0.00	11.41	11.41	11327	657168	1640	756	615	-	2462.2	1494.7	113	320	397	-
ERR5206969	875	259	8	0	0	0	798391	519617	51602	0	0	0	491	8789	681109	1139457	53.80	52.78	1667	815	680	-	2212.8	1322.7	122	316	375	-	1	1	1282	1	0	0	0	7 + 1 part	7740	59.103	1.000	0.00	22.43	11.73	8789	673290	1664	791	667	-	2199.2	1314.6	122	319	379	-
ERR5206970	227	121	63	38	8	0	1114055	1066378	933506	746117	261774	0	163	43783	1095720	1139457	52.90	52.78	15580	15332	2984	1930	17532.2	16859.2	23	24	77	93	1	1	9291	0	0	0	0	14 + 1 part	17770	94.606	1.000	0.00	11.14	12.16	43783	1077604	15580	15332	2984	1824	17487.8	16816.5	23	24	77	94
ERR5206971	760	261	25	3	0	0	908266	674062	177552	36304	0	0	460	13608	817103	1139457	53.45	52.78	2590	1444	800	-	3438.7	2465.9	89	175	330	-	2	2	5141	1	0	0	0	16 + 1 part	16489	70.218	1.001	0.00	18.12	14.37	13608	800235	2468	1440	720	-	3404.1	2441.1	90	176	337	-
ERR5206972	234	113	53	36	8	2	1125261	1074775	939625	825776	358514	167787	150	98156	1100933	1139457	52.84	52.78	18736	18301	3331	2040	27452.1	26524.0	17	18	65	79	0	0	0	1	0	0	0	16 + 2 part	15918	95.181	1.001	0.00	9.86	12.08	98156	1084689	18736	18301	3197	1934	27428.3	26501.0	17	18	66	80
ERR5206973	859	157	1	0	0	0	595467	307759	6114	0	0	0	367	6114	451601	1139457	54.70	52.78	1527	-	619	-	1873.9	742.7	90	-	287	-	0	0	0	0	0	0	0	16 + 1 part	17941	38.051	1.000	0.00	16.38	14.30	6114	433490	1445	-	569	-	1814.7	719.2	92	-	300	-
ERR5206974	348	194	67	24	4	1	1096088	1027558	721652	404622	137636	55632	247	55632	1067127	1139457	52.92	52.78	8310	7879	1859	1026	11678.8	10937.5	39	43	144	192	2	2	15725	0	0	0	1	17 + 1 part	15878	92.218	1.000	0.00	6.09	9.90	55632	1050458	8310	7848	1859	917	11586.9	10851.4	39	44	145	196
ERR5206975	947	222	2	0	0	0	744926	417548	12769	0	0	0	479	7234	602397	1139457	54.44	52.78	1433	592	656	-	1863.1	985.0	124	420	375	-	1	1	2246	1	0	0	0	16 + 2 part	18140	51.286	1.000	0.00	13.86	12.15	7234	584241	1398	539	613	-	1803.3	953.3	127	436	388	-
ERR5206976	666	280	38	4	0	0	1004462	828504	289517	57574	0	0	426	19775	933744	1139457	53.33	52.78	3077	2612	919	-	4367.8	3579.3	84	120	293	-	1	1	755	0	0	0	0	26 + 1 part	26734	79.613	1.000	0.00	11.91	10.81	19775	906900	3077	2589	846	-	4332.2	3550.1	84	120	300	-
ERR5206977	970	127	0	0	0	0	534113	197751	0	0	0	0	349	3850	349847	1139457	54.98	52.78	1120	-	574	-	1279.0	392.7	106	-	284	-	1	1	3850	0	0	0	0	12 + 1 part	13428	29.527	1.000	0.00	27.06	12.78	3409	336345	1089	-	539	-	1201.6	368.9	110	-	297	-
ERR5206978	1002	283	6	0	0	0	866662	547704	38590	0	0	0	535	8317	726566	1139457	53.92	52.78	1612	934	691	-	2108.2	1344.3	134	306	411	-	0	0	0	0	0	0	0	56 + 3 part	60746	58.438	1.000	0.00	14.12	14.12	8317	665758	1527	796	538	-	2006.3	1279.3	135	324	454	-
ERR5206979	757	245	22	0	0	0	862234	637388	144656	0	0	0	422	9197	761557	1139457	53.82	52.78	2743	1294	776	-	3147.9	2103.9	89	187	300	-	0	0	0	0	0	0	0	11 + 0 part	10269	65.904	1.000	0.00	12.12	12.52	9197	750769	2743	1282	748	-	3132.7	2093.8	89	188	303	-
ERR5206980	685	251	26	1	0	0	874296	679040	173750	14072	0	0	413	14072	793334	1139457	53.95	52.78	2848	1650	826	-	3422.9	2383.2	85	167	290	-	0	0	0	0	0	0	0	11 + 0 part	8414	68.903	1.000	0.00	12.61	11.08	14072	784914	2848	1650	797	-	3413.7	2376.8	85	167	291	-
ERR5206981	550	251	53	8	0	0	989545	853330	406852	112618	0	0	362	24199	933996	1139457	53.48	52.78	4233	2957	1123	-	5407.1	4432.1	67	96	239	-	1	1	18646	1	0	0	0	11 + 0 part	9531	81.077	1.001	0.00	12.12	12.77	24199	923967	4142	2950	1072	-	5301.4	4345.5	67	97	242	-
ERR5206982	1080	211	2	0	0	0	744302	358499	11848	0	0	0	520	6543	578562	1139457	53.88	52.78	1253	519	617	-	1545.2	784.6	150	503	416	-	1	1	1435	0	0	0	0	45 + 1 part	42178	47.065	1.000	0.00	15.67	11.94	6543	536210	1189	-	538	-	1462.0	742.3	153	-	445	-
ERR5206983	786	160	6	0	0	0	617925	356226	36136	0	0	0	356	7819	491288	1139457	55.03	52.78	1870	-	645	-	2282.2	984.0	80	-	269	-	1	1	4331	1	0	0	0	11 + 0 part	10222	42.174	0.998	0.00	11.26	13.35	7819	479535	1848	-	613	-	2223.1	958.5	82	-	278	-
ERR5206984	306	133	73	33	4	0	1079705	1006974	854895	576192	132500	0	181	36388	1041972	1139457	53.12	52.78	12618	10064	3190	751	13580.0	12418.2	28	33	94	155	0	0	0	2	0	0	0	6 + 0 part	4704	91.014	1.000	0.00	9.65	12.64	36388	1036486	12618	10064	3190	733	13544.2	12385.4	28	33	94	157
ERR5206985	915	186	5	0	0	0	661999	350757	31204	0	0	0	408	7492	508047	1139457	54.45	52.78	1439	-	646	-	1912.0	852.5	105	-	318	-	0	0	0	0	0	0	0	15 + 0 part	12727	43.454	1.000	0.00	16.97	14.75	7492	495001	1407	-	614	-	1886.3	841.1	106	-	325	-
ERR5206986	779	270	22	2	0	0	889750	664045	154485	22826	0	0	454	11507	793674	1139457	53.92	52.78	2347	1396	796	-	3153.8	2196.7	97	192	327	-	2	2	7366	0	0	0	1	21 + 1 part	22118	67.644	1.000	0.00	12.85	12.85	11507	770693	2342	1362	713	-	3092.4	2154.0	98	194	338	-
ERR5206987	969	237	4	0	0	0	780838	458039	24813	0	0	0	495	8390	638205	1139457	54.30	52.78	1533	671	647	-	1966.4	1101.4	124	375	382	-	1	1	2791	0	0	0	0	27 + 1 part	29718	53.393	1.000	0.00	14.79	11.84	8390	608328	1492	590	576	-	1891.7	1059.5	127	398	406	-
ERR5206988	413	146	67	21	0	0	951467	843074	629982	304877	0	0	220	23215	895456	1139457	53.84	52.78	7480	5872	1878	-	8825.6	6935.7	38	56	120	-	0	0	0	1	0	0	0	8 + 1 part	7625	77.896	1.000	0.00	15.78	14.09	23215	887163	7480	5709	1865	-	8782.4	6901.7	38	57	121	-
ERR5206989	669	236	37	3	0	0	925052	735967	276806	42405	0	0	377	18424	838279	1139457	53.64	52.78	3444	2187	920	-	4378.1	3220.9	72	127	256	-	0	0	0	1	0	0	0	13 + 0 part	12229	72.472	1.000	0.00	10.30	11.39	18424	825502	3444	2149	886	-	4357.1	3205.4	72	127	259	-
ERR5206990	127	68	46	28	14	5	1122204	1097002	1035865	905082	657249	363003	86	110812	1110322	1139457	52.81	52.78	30870	30870	6719	5534	39860.2	38841.0	11	11	40	44	0	0	0	0	0	0	0	7 + 1 part	6147	96.902	1.000	0.00	6.97	10.96	110812	1104083	30870	30870	6719	5534	39853.4	38834.4	11	11	40	44
ERR5206991	785	281	27	1	0	0	946000	712717	181451	14690	0	0	462	14690	843253	1139457	53.78	52.78	2573	1606	829	-	3279.5	2427.0	98	170	332	-	0	0	0	0	0	0	0	24 + 1 part	23776	71.922	1.000	0.00	15.75	13.31	14690	819173	2573	1597	748	-	3243.6	2400.4	98	170	340	-
ERR5206992	695	283	24	6	0	0	965169	777739	213384	91978	0	0	437	24053	885421	1139457	53.15	52.78	2980	2051	872	-	4503.9	3499.8	86	138	304	-	1	1	2168	1	0	0	0	15 + 0 part	13457	76.507	1.000	0.00	25.82	14.23	24053	871441	2980	2049	821	-	4484.6	3484.8	86	138	309	-
ERR5206993	518	282	46	5	0	0	1024080	908197	332697	62703	0	0	382	13975	981443	1139457	53.07	52.78	3995	3283	1112	-	4503.9	3879.4	81	103	259	-	0	0	0	0	0	0	1	8 + 1 part	9384	85.229	1.000	0.00	14.21	12.26	13975	970952	3961	3283	1060	-	4486.8	3864.6	81	103	261	-
ERR5206994	676	283	36	5	0	0	974544	788245	247273	57402	0	0	438	13913	901356	1139457	53.35	52.78	3139	2117	886	-	3776.0	2986.9	87	134	308	-	1	1	10201	1	0	0	0	18 + 0 part	17058	77.529	1.000	0.00	11.77	10.08	13913	883322	3137	2085	858	-	3736.2	2955.5	87	135	313	-
ERR5206995	690	292	32	2	0	0	975777	790844	228219	24683	0	0	443	13149	900262	1139457	53.28	52.78	2805	2075	921	-	3670.3	2899.9	92	143	313	-	2	2	15892	0	0	0	0	15 + 0 part	11672	77.938	1.001	0.00	16.21	14.41	13149	888140	2661	2033	899	-	3611.5	2853.4	94	145	316	-
ERR5206996	856	226	8	0	0	0	732044	457082	50660	0	0	0	438	8419	606530	1139457	54.77	52.78	1723	602	685	-	2198.0	1170.0	109	371	334	-	2	2	4551	1	0	0	0	12 + 1 part	11222	52.254	1.000	0.00	11.93	12.94	8419	595236	1688	571	642	-	2170.9	1155.6	110	380	340	-
ERR5206997	985	190	2	0	0	0	684591	341371	10927	0	0	0	453	5657	520449	1139457	54.11	52.78	1299	-	596	-	1687.7	770.9	119	-	358	-	0	0	0	0	0	0	0	20 + 0 part	17734	44.048	1.001	0.00	33.46	14.94	5657	502128	1266	-	564	-	1641.7	749.8	121	-	369	-
ERR5206998	788	224	31	5	0	0	896355	655475	235517	69407	0	0	409	17939	785926	1139457	54.42	52.78	3033	1544	783	-	4209.1	2903.2	74	154	283	-	0	0	0	0	0	0	0	40 + 0 part	34753	65.886	1.000	0.00	16.66	14.53	17939	750363	3033	1463	665	-	4155.0	2865.9	74	156	296	-
ERR5206999	915	203	3	0	0	0	676754	380632	20790	0	0	0	412	9405	524286	1139457	54.67	52.78	1559	-	627	-	1941.1	893.1	108	-	319	-	1	1	743	1	0	0	0	4 + 0 part	4900	45.516	1.000	0.00	10.99	12.73	9405	518589	1541	-	618	-	1916.5	881.8	109	-	324	-
ERR5207000	990	193	1	0	0	0	660760	314760	6290	0	0	0	452	6290	495078	1139457	54.53	52.78	1253	-	603	-	1478.1	642.2	133	-	363	-	0	0	0	1	0	0	0	19 + 1 part	16423	41.948	1.001	0.00	25.52	16.52	5792	478142	1224	-	568	-	1434.7	623.4	134	-	372	-
ERR5207001	856	217	9	0	0	0	750783	462129	51626	0	0	0	437	7880	621225	1139457	54.72	52.78	1796	664	698	-	2234.3	1218.1	105	348	332	-	2	2	5806	0	0	0	0	11 + 0 part	10255	53.594	1.000	0.00	48.97	16.38	7880	610584	1775	634	675	-	2190.4	1194.2	107	355	338	-
ERR5207002	809	193	14	0	0	0	710094	443887	89475	0	0	0	392	8345	582971	1139457	54.61	52.78	1969	529	681	-	2611.6	1336.1	86	367	291	-	1	1	1620	0	0	0	0	12 + 1 part	11490	50.117	1.001	0.00	20.30	16.28	8345	571306	1969	505	644	-	2585.9	1323.0	86	377	297	-
ERR5207003	83	39	35	25	16	4	1128759	1112542	1103002	1036058	890331	403088	49	138662	1119730	1139457	52.71	52.78	42896	42896	12352	10773	61306.0	60244.6	8	8	23	25	0	0	0	0	0	0	0	4 + 1 part	3229	97.993	1.000	0.00	6.54	11.56	138661	1116208	42896	42896	12352	10773	61286.7	60225.7	8	8	23	25
ERR5207004	913	298	5	0	0	0	889198	591942	32113	0	0	0	568	7766	784779	1139457	53.31	52.78	1667	1070	694	-	2120.8	1460.6	142	277	436	-	3	2	6897	1	0	0	0	18 + 1 part	15059	67.534	1.000	0.00	16.38	10.40	7766	769385	1650	1053	661	-	2078.8	1431.7	144	281	444	-
ERR5207005	736	146	57	36	7	2	1393416	1182479	1009799	853741	412395	252238	265	134096	1265702	1139457	52.72	52.78	15277	18697	1427	4355	36472.6	40513.5	18	15	111	61	0	0	0	0	0	0	1	157 + 8 part	157885	97.035	1.001	0.00	18.26	12.02	134096	1106382	15277	18697	-	4355	36319.8	40343.8	18	15	-	61
ERR5207006	470	251	63	13	1	0	1084776	987047	528674	183203	27500	0	329	27500	1043783	1139457	52.88	52.78	5060	4684	1426	648	6558.2	6007.5	62	72	210	298	1	1	3016	0	0	0	0	18 + 1 part	20265	89.793	1.000	0.00	12.91	12.22	27500	1022736	5060	4684	1285	-	6509.0	5962.5	62	72	214	-
ERR5207007	196	49	9	7	7	4	1235805	1180860	1112793	1098411	1098411	974922	81	598742	1203036	1139457	52.58	52.78	172802	598742	35876	43225	345502.8	364781.1	2	1	7	6	0	0	0	1	0	0	1	57 + 7 part	78245	98.629	1.001	0.00	9.34	11.83	598469	1124189	172802	598469	35876	43225	345127.0	364384.2	2	1	7	6
ERR5207008	133	28	10	10	9	5	1185674	1145100	1109269	1109269	1097200	940483	52	528019	1162706	1139457	52.60	52.78	172802	172802	35876	43225	287704.8	293575.0	2	2	8	7	0	0	0	0	0	0	0	31 + 0 part	38555	98.561	1.000	0.00	13.27	12.02	527947	1122991	172802	172802	35876	43225	287582.2	293449.9	2	2	8	7
ERR5207009	72	17	10	10	9	6	1147352	1126941	1114990	1114990	1098434	974826	28	448658	1134957	1139457	52.69	52.78	173104	173104	43225	43225	237831.7	236892.4	2	2	8	8	0	0	0	1	0	0	0	10 + 0 part	10931	98.603	1.000	0.00	7.03	11.66	448391	1123364	173038	173038	43225	43225	237579.2	236641.0	2	2	8	8
ERR5207010	278	63	33	25	15	8	1221503	1144831	1090647	1034107	885955	638851	108	112108	1174979	1139457	52.70	52.78	51609	52981	7148	11078	57479.4	59271.3	8	7	28	25	1	1	29555	0	0	0	1	61 + 3 part	57912	98.038	1.000	0.00	7.61	11.73	112108	1116965	51609	52981	6870	11078	57228.6	59012.7	8	7	29	25
ERR5207011	165	36	7	7	6	4	1209984	1160186	1114928	1114928	1098372	1010759	62	598767	1179756	1139457	52.60	52.78	598767	598767	43225	44388	362921.6	375757.0	1	1	6	5	0	0	0	1	0	0	0	42 + 4 part	54691	98.687	1.000	0.00	8.45	12.36	598494	1124463	598494	598494	43225	44388	362570.2	375393.2	1	1	6	5
ERR5207012	134	34	16	13	10	4	1176094	1136510	1105714	1088426	1037239	810190	61	298986	1155904	1139457	52.66	52.78	284535	284535	20157	29328	183589.3	186239.3	2	2	11	10	0	0	0	0	0	0	1	33 + 2 part	34315	98.383	1.000	0.00	8.39	11.87	298986	1120906	284252	284252	20153	29328	183405.6	186052.9	2	2	11	10
ERR5207013	432	242	68	14	1	0	1088621	1011007	587646	213278	27838	0	297	27838	1049372	1139457	52.55	52.78	5492	5153	1657	798	7185.5	6617.5	56	65	191	259	0	0	0	0	0	0	0	16 + 1 part	14851	90.788	1.000	0.00	10.83	9.86	27838	1034441	5492	5153	1657	608	7171.5	6604.5	56	65	191	264
ERR5207014	377	203	68	28	2	0	1111658	1038774	706269	419973	54109	0	259	27344	1079549	1139457	52.57	52.78	8035	7508	1925	1102	9309.0	8819.5	42	45	154	191	0	0	0	1	0	0	1	25 + 1 part	23714	92.629	1.000	0.00	14.88	12.32	27344	1055054	8035	7508	1865	1001	9275.6	8787.9	42	45	155	193
ERR5207015	137	87	58	35	9	2	1117857	1097962	1014144	848484	420142	151298	99	87225	1107257	1139457	52.67	52.78	19738	19738	5377	4462	28178.0	27381.7	16	16	55	61	0	0	0	1	0	0	0	2 + 0 part	2471	96.911	1.000	0.00	11.05	11.59	87225	1104167	19738	19738	5377	4458	28145.3	27350.0	16	16	55	61
ERR5207016	206	113	63	31	9	3	1122375	1084568	949417	719948	372950	168485	138	57908	1103583	1139457	52.61	52.78	16440	16429	3562	3014	22314.9	21612.3	19	20	74	84	0	0	0	1	0	0	0	10 + 0 part	9062	96.015	1.000	0.00	8.87	11.79	57908	1094015	16440	16429	3562	3014	22292.7	21590.8	19	20	74	84
ERR5207017	89	19	8	8	7	4	1158496	1130468	1111243	1111243	1094739	971211	38	598713	1144342	1139457	52.64	52.78	598713	598713	43225	43225	362755.9	364311.1	1	1	6	6	0	0	0	1	0	0	0	20 + 0 part	19539	98.683	1.000	0.00	30.34	12.72	598431	1124095	598431	598431	43225	43225	362432.0	363985.8	1	1	6	6
ERR5207018	182	28	9	9	8	5	1205414	1147939	1115174	1115174	1098616	975023	59	299637	1169633	1139457	52.67	52.78	298985	298985	43225	43225	202216.9	207572.2	2	2	7	7	0	0	0	0	0	0	0	43 + 0 part	45840	98.596	1.000	0.00	7.57	11.84	299611	1123372	298985	298985	43225	43225	202118.5	207471.2	2	2	7	7
ERR5207019	49	14	8	8	7	4	1139260	1125355	1114951	1114951	1098382	974833	24	598716	1131965	1139457	52.68	52.78	598716	598716	44347	43225	367188.6	364774.3	1	1	5	6	0	0	0	0	0	0	0	7 + 0 part	7115	98.688	1.000	0.00	15.03	12.36	598623	1124428	598623	598623	44347	43225	367073.0	364659.4	1	1	5	6
ERR5207020	117	31	13	13	12	6	1177096	1145923	1113675	1113675	1097158	863761	50	208769	1159209	1139457	52.65	52.78	119935	119935	31044	38318	124750.3	126912.8	4	4	11	10	0	0	0	0	0	0	1	26 + 2 part	35345	98.597	1.000	0.00	38.63	13.44	208769	1123476	119883	119883	31044	38318	124679.9	126841.2	4	4	11	10
ERR5207021	802	300	13	2	0	0	916301	678111	98779	22358	0	0	506	12204	826157	1139457	52.56	52.78	2036	1397	785	-	2825.1	2048.4	117	210	374	-	1	1	9880	0	0	0	0	14 + 0 part	8541	71.737	1.001	0.00	16.88	10.76	12204	817585	2036	1397	776	-	2778.3	2014.4	118	211	375	-
ERR5207022	930	355	24	0	0	0	1086924	844167	154189	0	0	0	536	9003	974138	1139457	52.40	52.78	2409	2005	876	-	2943.3	2516.2	123	162	390	-	0	0	0	0	0	0	0	69 + 2 part	69371	79.308	1.000	0.00	14.83	10.29	9003	903487	2372	1957	646	-	2854.1	2440.0	124	162	417	-
ERR5207023	988	317	3	1	0	0	928216	626575	23443	12521	0	0	564	12521	801668	1139457	52.43	52.78	1787	1142	699	-	2163.4	1522.1	146	264	429	-	0	0	0	1	0	0	0	21 + 0 part	15353	68.957	1.001	0.00	18.07	12.09	12521	785924	1786	1136	684	-	2145.7	1509.6	147	265	433	-
ERR5207024	1081	154	0	0	0	0	635175	233189	0	0	0	0	470	3833	449999	1139457	51.90	52.78	1014	-	570	-	1221.3	482.3	146	-	387	-	3	3	3505	0	0	0	0	19 + 1 part	14614	38.175	1.001	0.00	21.60	9.42	3833	435243	1006	-	553	-	1191.4	470.5	147	-	395	-
ERR5207025	417	110	53	34	9	4	1250152	1148622	1021686	876639	495868	300238	163	99559	1184996	1139457	52.57	52.78	22406	22677	3729	4982	33483.7	34821.9	14	13	64	54	0	0	0	0	0	0	1	73 + 3 part	77140	97.184	1.001	0.00	11.47	11.38	99559	1107539	22406	22677	3729	4982	33395.8	34730.4	14	13	64	54
ERR5207026	120	41	30	23	13	7	1153298	1124355	1105234	1054746	895365	658872	59	134039	1136179	1139457	52.69	52.78	79902	79902	12347	12347	69788.5	69587.8	6	6	21	21	1	1	7022	0	0	0	0	18 + 0 part	16333	98.264	1.000	0.00	8.40	11.79	134039	1119236	79902	79902	12347	12347	69746.3	69545.7	6	6	21	21
ERR5207027	90	35	23	23	13	5	1140887	1121021	1095215	1095215	919706	612277	48	177149	1129240	1139457	52.65	52.78	58893	58893	20182	20182	90020.4	89213.2	5	5	18	18	0	0	0	0	0	0	0	11 + 0 part	9543	98.228	1.000	0.00	4.65	9.83	177149	1119176	58837	58837	20182	20182	90005.0	89198.0	5	5	18	18
ERR5207028	183	109	69	41	9	0	1121553	1092490	989796	780645	273666	0	129	39661	1105938	1139457	52.67	52.78	17597	17432	4746	3427	17308.8	16799.6	23	24	71	78	0	0	0	1	0	0	0	6 + 0 part	4519	96.635	1.000	0.00	9.90	11.99	39661	1101037	17597	17432	4746	3427	17301.1	16792.2	23	24	71	78
ERR5207029	101	17	6	6	5	4	1173749	1143562	1125671	1125671	1109102	1073124	31	598638	1153364	1139457	52.68	52.78	598638	598638	126406	126406	378489.6	383109.0	1	1	4	4	0	0	0	1	0	0	0	18 + 1 part	23308	99.121	1.000	0.00	9.39	11.95	598337	1129360	598337	598337	126406	126406	378116.3	382731.2	1	1	4	4
ERR5207030	290	180	71	30	3	0	1121123	1076862	781097	490198	102395	0	212	46872	1099459	1139457	52.72	52.78	8529	8525	2498	1952	11611.5	11203.9	37	39	129	145	0	0	0	0	0	0	0	17 + 1 part	19088	94.831	1.000	0.00	12.59	11.76	46872	1080310	8529	8525	2483	1920	11581.9	11175.3	37	39	129	146
