Gene,Nichols,Nichols - Madagascar,SS14,TEN,TPE,Accession,Name,Organism
group_108,189,37,279,8,30,WP_014342635,PD-(D/E)XK nuclease family protein [Treponema pallidum],Treponema pallidum
secF,189,37,278,8,31,WP_010881859,protein translocase subunit SecF [Treponema pallidum],Treponema pallidum
group_106,189,37,279,8,30,WP_010882027,ABC transporter ATP-binding protein [Treponema pallidum],Treponema pallidum
group_105,189,37,279,8,30,WP_010882026,ABC transporter permease [Treponema pallidum],Treponema pallidum
folD,189,37,279,7,31,WP_010882177,bifunctional 5,10-methylenetetrahydrofolate dehydrogenase/5,10-methenyltetrahydrofolate cyclohydrolase [Treponema pallidum],Treponema pallidum
deoD,189,37,279,7,31,WP_010882179,purine-nucleoside phosphorylase [Treponema pallidum],Treponema pallidum
group_100,189,37,279,7,31,WP_235214021,CDP-alcohol phosphatidyltransferase family protein [Treponema pallidum],Treponema pallidum
galK,189,37,278,8,31,WP_010881866,galactokinase [Treponema pallidum],Treponema pallidum
group_98,189,37,278,8,31,WP_014342477,UPF0164 family protein [Treponema pallidum],Treponema pallidum
group_97,189,37,278,8,31,WP_010882316,hypothetical protein [Treponema pallidum],Treponema pallidum
ftsY,189,37,278,8,31,WP_010882024,signal recognition particle-docking protein FtsY [Treponema pallidum],Treponema pallidum
group_95,189,37,278,8,31,WP_010881630,TP0183 family DNA metabolism protein [Treponema pallidum],Treponema pallidum
dnaJ,189,37,278,8,31,WP_014342266,J domain-containing protein [Treponema pallidum],Treponema pallidum
group_94,189,37,279,7,31,WP_010881915,hypothetical protein [Treponema pallidum],Treponema pallidum
pyrH,189,37,278,8,31,WP_010881548,UMP kinase [Treponema pallidum],Treponema pallidum
dut,189,37,279,7,31,WP_010882328,MULTISPECIES: dUTP diphosphatase [Treponema],Treponema
group_89,189,37,279,8,30,WP_235214007,TPM domain-containing protein [Treponema pallidum],Treponema pallidum
nox,189,37,279,8,30,WP_010882364,H2O-forming NADH oxidase [Treponema pallidum],Treponema pallidum
mgtE,189,37,279,8,30,WP_013945485,MULTISPECIES: magnesium transporter [Treponema],Treponema
vacB,189,37,279,8,30,WP_014342589,ribonuclease catalytic domain-containing protein [Treponema pallidum],Treponema pallidum
rpiA,189,37,279,7,31,WP_010882062,ribose-5-phosphate isomerase RpiA [Treponema pallidum],Treponema pallidum
ecfA2,189,37,279,7,31,WP_014342333,energy-coupling factor ABC transporter ATP-binding protein [Treponema pallidum],Treponema pallidum
fTR1,189,37,278,8,31,WP_013945531,FTR1 family iron permease [Treponema paraluiscuniculi],Treponema paraluiscuniculi
group_85,189,37,278,8,31,WP_014505473,1,4-alpha-glucan branching protein domain-containing protein [Treponema pallidum],Treponema pallidum
rlmB,189,37,279,8,30,WP_010881558,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Treponema pallidum],Treponema pallidum
pnp,189,37,279,7,31,WP_010882329,polyribonucleotide nucleotidyltransferase [Treponema pallidum],Treponema pallidum
tmk,189,37,278,8,31,WP_010881802,MULTISPECIES: dTMP kinase [Treponema],Treponema
birA2,189,37,278,8,31,WP_013945018,MULTISPECIES: biotin--[acetyl-CoA-carboxylase] ligase [Treponema],Treponema
atpA2,189,37,279,8,30,WP_012460566,V-type ATP synthase subunit A [Treponema pallidum],Treponema pallidum
group_75,189,37,279,8,30,WP_014342433,hypothetical protein [Treponema pallidum],Treponema pallidum
group_72,189,37,279,8,30,WP_010882357,MULTISPECIES: hypothetical protein [Treponema],Treponema
ispF~~~ispDF,189,37,278,8,31,WP_014342459,2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [Treponema pallidum],Treponema pallidum
rplL,189,37,279,7,31,WP_010881688,50S ribosomal protein L7/L12 [Treponema pallidum],Treponema pallidum
group_70,189,37,278,8,31,WP_014342615,hypothetical protein [Treponema pallidum],Treponema pallidum
xerC~~~xerD,189,37,279,8,30,WP_014342409,tyrosine recombinase XerC [Treponema pallidum],Treponema pallidum
group_65,189,37,279,7,31,WP_010882385,MULTISPECIES: hypothetical protein [Treponema],Treponema
gltA,189,37,279,7,31,WP_014342555,NADPH-dependent glutamate synthase [Treponema pallidum],Treponema pallidum
mscS,189,37,278,8,31,WP_245522109,mechanosensitive ion channel family protein [Treponema paraluiscuniculi],Treponema paraluiscuniculi
fliL,189,37,278,8,31,WP_010882167,MULTISPECIES: flagellar basal body-associated protein FliL [Treponema],Treponema
nusG,189,37,279,7,31,WP_010881684,MULTISPECIES: transcription termination/antitermination protein NusG [Treponema],Treponema
group_59,189,37,278,8,31,WP_014342300,hypothetical protein [Treponema pallidum],Treponema pallidum
group_56,189,37,279,7,31,WP_010882387,hypothetical protein [Treponema pallidum],Treponema pallidum
rpmH,189,37,279,7,31,WP_010882395,MULTISPECIES: 50S ribosomal protein L34 [Treponema],Treponema
group_51,189,37,278,8,31,WP_010881909,tetratricopeptide repeat protein [Treponema pallidum],Treponema pallidum
rpmA,189,37,278,8,31,WP_010882189,MULTISPECIES: ribosomal-processing cysteine protease Prp [Treponema],Treponema
ldcB,189,37,279,7,31,WP_014342328,M15 family metallopeptidase [Treponema pallidum],Treponema pallidum
aspB,189,37,278,8,31,WP_014342329,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme [Treponema pallidum],Treponema pallidum
pASTA,189,37,279,8,30,WP_010881756,PASTA domain-containing protein [Treponema pallidum],Treponema pallidum
undP,189,37,279,8,30,WP_010881761,DUF368 domain-containing protein [Treponema pallidum],Treponema pallidum
group_47,189,37,278,8,31,NA,NA,NA
rhaT,189,37,279,8,30,WP_010882430,DMT family transporter [Treponema pallidum],Treponema pallidum
rcnA,189,37,279,8,30,WP_010882005,nickel/cobalt transporter [Treponema pallidum],Treponema pallidum
group_41,189,37,278,8,31,WP_010881662,MULTISPECIES: hypothetical protein [Treponema],Treponema
troA,189,37,279,8,30,WP_010881610,transition metal ABC transporter substrate-binding protein TroA [Treponema pallidum],Treponema pallidum
fmt,189,37,279,8,30,WP_010882201,methionyl-tRNA formyltransferase [Treponema pallidum],Treponema pallidum
fba,189,37,279,8,30,WP_010882107,class II fructose-bisphosphate aldolase [Treponema pallidum],Treponema pallidum
metK,189,37,279,8,30,WP_010882239,MULTISPECIES: methionine adenosyltransferase [Treponema],Treponema
rpoE,189,37,279,8,30,WP_013944800,RNA polymerase sigma factor [Treponema pallidum],Treponema pallidum
envC,189,37,279,8,30,WP_235214104,M23 family metallopeptidase [Treponema pallidum],Treponema pallidum
recN,189,37,279,8,30,WP_010881890,DNA repair protein RecN [Treponema pallidum],Treponema pallidum
pyrG,189,37,279,8,30,WP_010881754,CTP synthase [Treponema pallidum],Treponema pallidum
gap,189,37,279,7,31,WP_010882288,type I glyceraldehyde-3-phosphate dehydrogenase [Treponema pallidum],Treponema pallidum
ispG,189,37,279,8,30,WP_172841382,(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Treponema pallidum],Treponema pallidum
lapB~~~upp,189,37,279,8,30,WP_010881896,uracil phosphoribosyltransferase [Treponema pallidum],Treponema pallidum
fadM,189,37,279,8,30,WP_010881603,acyl-CoA thioesterase [Treponema pallidum],Treponema pallidum
perM,189,37,279,8,30,WP_010882000,MULTISPECIES: AI-2E family transporter [Treponema],Treponema
rpsJ,189,37,278,8,31,WP_010881635,MULTISPECIES: 30S ribosomal protein S10 [Treponema],Treponema
group_25,189,37,278,8,31,WP_010882353,hypothetical protein [Treponema pallidum],Treponema pallidum
group_24,189,37,279,8,30,WP_010881567,hypothetical protein [Treponema pallidum],Treponema pallidum
group_21,189,37,278,8,31,WP_010882370,hypothetical protein [Treponema pallidum],Treponema pallidum
group_20,189,37,279,8,30,WP_013944871,hypothetical protein [Treponema paraluiscuniculi],Treponema paraluiscuniculi
priA,189,37,278,8,31,WP_012460528,replication restart helicase PriA [Treponema pallidum],Treponema pallidum
gnd,189,37,279,8,30,WP_010881779,decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase [Treponema pallidum],Treponema pallidum
group_13,189,37,278,8,31,WP_010881597,hypothetical protein [Treponema pallidum],Treponema pallidum
group_12,189,37,279,7,31,WP_014342554,TP0733 family outer membrane beta-barrel protein [Treponema pallidum],Treponema pallidum
group_6,189,37,279,7,31,WP_010882318,MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Treponema],Treponema
ptsA,189,37,279,8,30,WP_014342494,phosphoenolpyruvate--protein phosphotransferase [Treponema pallidum],Treponema pallidum
group_5,189,37,279,8,30,WP_014342495,hypothetical protein [Treponema pallidum],Treponema pallidum
group_1,189,37,279,7,31,WP_010882153,hypothetical protein [Treponema pallidum],Treponema pallidum
tbpA,189,37,279,8,30,WP_010881592,thiamine ABC transporter substrate-binding protein [Treponema pallidum],Treponema pallidum
atpB2,189,37,279,8,30,WP_010881976,MULTISPECIES: V-type ATP synthase subunit B [Treponema],Treponema
ptsH,189,37,278,7,31,WP_010882035,MULTISPECIES: HPr family phosphocarrier protein [Treponema],Treponema
group_320,189,37,278,7,31,WP_012460529,STAS domain-containing protein [Treponema pallidum],Treponema pallidum
group_315,189,37,277,8,31,WP_010882473,DbpA RNA binding domain-containing protein [Treponema pallidum],Treponema pallidum
group_307,188,37,278,8,31,WP_014342438,hypothetical protein [Treponema pallidum],Treponema pallidum
coaE,189,37,278,7,31,WP_010881745,dephospho-CoA kinase [Treponema pallidum],Treponema pallidum
smpB,189,37,278,8,30,WP_010881631,SsrA-binding protein [Treponema pallidum],Treponema pallidum
group_286,189,37,279,7,30,WP_014342367,major outer sheath N-terminal domain-containing protein [Treponema pallidum],Treponema pallidum
group_284,189,37,278,7,31,NA,NA,NA
group_281,189,37,278,8,30,WP_010882476,MULTISPECIES: NusG domain II-containing protein [Treponema],Treponema
rfuC,189,37,278,8,30,WP_010881750,ABC transporter permease [Treponema pallidum],Treponema pallidum
cym1,189,37,279,8,29,WP_010881474,insulinase family protein [Treponema pallidum],Treponema pallidum
ntpE~~~atpE,189,37,278,7,31,WP_013945078,V-type ATP synthase subunit E [Treponema paraluiscuniculi],Treponema paraluiscuniculi
menE,189,37,278,8,30,WP_075743341,AMP-binding protein [Treponema pallidum],Treponema pallidum
clpP2,188,37,278,8,31,WP_014342706,ATP-dependent Clp protease proteolytic subunit [Treponema pallidum],Treponema pallidum
group_267,189,37,278,8,30,NA,NA,NA
rdgB,188,37,278,8,31,WP_013945089,non-canonical purine NTP pyrophosphatase [Treponema paraluiscuniculi],Treponema paraluiscuniculi
lldD,189,37,278,7,31,WP_010881740,MULTISPECIES: alpha-hydroxy-acid oxidizing protein [Treponema],Treponema
group_242,189,37,278,8,30,WP_010881999,MULTISPECIES: hypothetical protein [Treponema],Treponema
fkpA,189,37,278,7,31,WP_010882306,FKBP-type peptidyl-prolyl cis-trans isomerase [Treponema pallidum],Treponema pallidum
group_224,189,37,278,8,30,WP_014342524,ABC transporter permease [Treponema pallidum],Treponema pallidum
group_209,189,37,278,7,31,WP_010881679,RluA family pseudouridine synthase [Treponema pallidum],Treponema pallidum
sppA,189,37,279,8,29,WP_014505674,signal peptide peptidase SppA [Treponema pallidum],Treponema pallidum
pta,189,37,279,8,29,WP_010881543,phosphate acetyltransferase [Treponema pallidum],Treponema pallidum
tpn50,189,37,278,7,31,WP_010881741,MULTISPECIES: OmpA family protein [Treponema],Treponema
cof,189,37,278,7,31,WP_010881739,HAD family hydrolase [Treponema pallidum],Treponema pallidum
carD~~~cdnL,189,37,278,8,30,WP_010881960,CarD family transcriptional regulator [Treponema pallidum],Treponema pallidum
thiN,188,37,278,8,31,WP_010881967,MULTISPECIES: thiamine diphosphokinase [Treponema],Treponema
smrB,189,37,277,8,31,WP_010882119,Smr/MutS family protein [Treponema pallidum],Treponema pallidum
recJ,189,37,279,8,29,WP_010882149,single-stranded-DNA-specific exonuclease RecJ [Treponema pallidum],Treponema pallidum
group_168,189,37,278,8,30,WP_014342496,hypothetical protein [Treponema pallidum],Treponema pallidum
dksA,189,37,278,8,30,WP_010881545,MULTISPECIES: TraR/DksA family transcriptional regulator [Treponema],Treponema
ruvA,189,37,278,8,30,WP_010881990,Holliday junction branch migration protein RuvA [Treponema pallidum],Treponema pallidum
murJ,188,37,278,8,31,WP_010881965,murein biosynthesis integral membrane protein MurJ [Treponema pallidum],Treponema pallidum
group_142,188,37,279,8,30,WP_237249910,MULTISPECIES: hypothetical protein [Treponema],Treponema
rplB,188,37,278,8,31,WP_010881639,50S ribosomal protein L2 [Treponema pallidum],Treponema pallidum
group_132,189,37,278,8,30,WP_010881905,hypothetical protein [Treponema pallidum],Treponema pallidum
group_129,189,37,278,8,30,WP_014505481,flagellar basal body-associated protein FliL [Treponema pallidum],Treponema pallidum
mreB,189,37,277,8,31,WP_010881946,rod shape-determining protein [Treponema pallidum],Treponema pallidum
group_122,189,37,279,8,29,WP_012460551,hypothetical protein [Treponema pallidum],Treponema pallidum
rpsD,189,37,279,8,29,WP_010881755,30S ribosomal protein S4 [Treponema pallidum],Treponema pallidum
hlpA,189,37,278,8,30,WP_010881775,OmpH family outer membrane protein [Treponema pallidum],Treponema pallidum
group_104,189,37,278,8,30,WP_012460576,hypothetical protein [Treponema pallidum],Treponema pallidum
rpmE,189,37,278,7,31,WP_010881704,MULTISPECIES: 50S ribosomal protein L31 [Treponema],Treponema
fapA,189,37,277,8,31,WP_010882155,FapA family protein [Treponema pallidum],Treponema pallidum
group_84,189,37,278,7,31,WP_013945021,MULTISPECIES: hypothetical protein [Treponema],Treponema
ydbC,189,37,278,7,31,WP_014342386,ribonuclease HI [Treponema pallidum],Treponema pallidum
yraN,189,37,278,8,30,WP_013945482,MULTISPECIES: YraN family protein [Treponema],Treponema
group_67,188,37,279,7,31,NA,NA,NA
group_54,189,37,279,7,30,WP_014342623,UPF0164 family protein [Treponema pallidum],Treponema pallidum
rpmC,189,37,277,8,31,WP_014342321,50S ribosomal protein L29 [Treponema pallidum],Treponema pallidum
udg4,189,37,278,8,30,WP_014342334,uracil-DNA glycosylase [Treponema pallidum],Treponema pallidum
group_50,189,37,278,8,30,WP_172841372,tetratricopeptide repeat protein [Treponema pallidum],Treponema pallidum
xthA,189,37,278,8,30,WP_010881574,MULTISPECIES: exodeoxyribonuclease III [Treponema],Treponema
rpmG,189,37,278,7,31,WP_010881682,50S ribosomal protein L33 [Treponema pallidum],Treponema pallidum
epmB,189,37,279,7,30,WP_172841371,KamA family radical SAM protein [Treponema pallidum],Treponema pallidum
group_30,189,37,278,7,31,WP_010882124,MULTISPECIES: hypothetical protein [Treponema],Treponema
group_28,189,37,279,7,30,WP_013945194,DUF1007 family protein [Treponema paraluiscuniculi],Treponema paraluiscuniculi
nlpD,189,37,279,8,29,WP_014342546,M23 family metallopeptidase [Treponema pallidum],Treponema pallidum
hDGYP,189,37,278,8,30,WP_014342640,HD-GYP domain-containing protein [Treponema pallidum],Treponema pallidum
lolE,189,37,278,8,30,WP_010882028,ABC transporter permease [Treponema pallidum],Treponema pallidum
mut7C,189,37,278,8,30,WP_010882222,MULTISPECIES: hypothetical protein [Treponema],Treponema
yjhB,189,37,279,7,30,WP_014342553,NUDIX hydrolase [Treponema pallidum],Treponema pallidum
tsaC,189,37,278,8,30,WP_014342316,L-threonylcarbamoyladenylate synthase [Treponema pallidum],Treponema pallidum
nrfG,189,37,279,8,29,WP_010881544,tetratricopeptide repeat protein [Treponema pallidum],Treponema pallidum
pgpB,189,37,277,7,31,WP_010881998,phosphatase PAP2 family protein [Treponema pallidum],Treponema pallidum
ychF,189,37,278,8,29,WP_010881573,redox-regulated ATPase YchF [Treponema pallidum],Treponema pallidum
group_285,189,37,278,6,31,WP_172841376,DUF2715 domain-containing protein [Treponema pallidum],Treponema pallidum
tsaE,188,37,278,8,30,WP_010882318,MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE [Treponema],Treponema
group_210,187,37,278,8,31,WP_014342501,DUF2147 domain-containing protein [Treponema pallidum],Treponema pallidum
group_140,187,37,278,8,31,WP_010881909,tetratricopeptide repeat protein [Treponema pallidum],Treponema pallidum
group_107,189,37,278,8,29,WP_172841374,hypothetical protein [Treponema pallidum],Treponema pallidum
group_78,189,37,278,8,29,WP_010881575,hypothetical protein [Treponema pallidum],Treponema pallidum
slyD,189,37,279,7,29,WP_010881797,FKBP-type peptidyl-prolyl cis-trans isomerase [Treponema pallidum],Treponema pallidum
group_62,189,37,277,7,31,NA,NA,NA
lnt,189,37,277,8,30,WP_014342416,apolipoprotein N-acyltransferase [Treponema pallidum],Treponema pallidum
group_61,189,37,277,8,30,WP_024752546,hypothetical protein [Treponema phagedenis],Treponema phagedenis
group_58,189,37,276,8,31,WP_014342348,tetratricopeptide repeat protein [Treponema pallidum],Treponema pallidum
mMPL,189,37,276,8,31,WP_012460591,efflux RND transporter permease subunit [Treponema pallidum],Treponema pallidum
tprL,189,37,279,8,28,WP_013945584,major outer sheath N-terminal domain-containing protein [Treponema paraluiscuniculi],Treponema paraluiscuniculi
group_15,189,37,279,8,28,WP_014342289,hypothetical protein [Treponema pallidum],Treponema pallidum
group_2,188,37,278,7,31,WP_010881879,type III pantothenate kinase [Treponema pallidum],Treponema pallidum
group_278,189,37,276,8,30,WP_237249926,signal peptidase I [Treponema pallidum],Treponema pallidum
group_263,186,37,278,8,31,WP_013944778,tetratricopeptide repeat protein [Treponema paraluiscuniculi],Treponema paraluiscuniculi
fliR,188,36,277,8,31,WP_010882161,flagellar biosynthetic protein FliR [Treponema pallidum],Treponema pallidum
ysxB,188,37,277,7,31,WP_010882189,MULTISPECIES: ribosomal-processing cysteine protease Prp [Treponema],Treponema
ruvC,187,37,278,7,31,WP_010881966,crossover junction endodeoxyribonuclease RuvC [Treponema pallidum],Treponema pallidum
serS,189,37,277,8,29,WP_010882092,serine--tRNA ligase [Treponema pallidum],Treponema pallidum
group_185,188,37,277,8,30,WP_014342473,endonuclease/exonuclease/phosphatase family protein [Treponema pallidum],Treponema pallidum
rnhA,189,37,276,8,30,WP_014342386,ribonuclease HI [Treponema pallidum],Treponema pallidum
prsA,188,37,276,8,31,WP_010881743,MULTISPECIES: ribose-phosphate pyrophosphokinase [Treponema],Treponema
group_49,189,37,278,7,29,WP_010881871,hypothetical protein [Treponema pallidum],Treponema pallidum
group_262,189,37,279,8,26,WP_014342292,hypothetical protein [Treponema pallidum],Treponema pallidum
group_177,188,37,279,8,27,WP_172841373,hypothetical protein [Treponema pallidum],Treponema pallidum
group_133,189,37,277,7,29,WP_012460516,xanthine dehydrogenase family protein molybdopterin-binding subunit [Treponema pallidum],Treponema pallidum
mrdA,188,37,275,8,31,WP_010881949,penicillin-binding protein 2 [Treponema pallidum],Treponema pallidum
rplF,188,37,275,8,31,WP_010881651,50S ribosomal protein L6 [Treponema pallidum],Treponema pallidum
rnc,187,37,278,8,29,WP_010882254,ribonuclease III [Treponema pallidum],Treponema pallidum
dxs,189,36,277,8,29,WP_010882268,1-deoxy-D-xylulose-5-phosphate synthase [Treponema pallidum],Treponema pallidum
tpp15,188,37,278,7,28,WP_010881618,MULTISPECIES: FMN-binding protein [Treponema],Treponema
group_265,187,37,278,8,28,WP_010881577,hypothetical protein [Treponema pallidum],Treponema pallidum
der,187,37,276,7,31,WP_010882134,ribosome biogenesis GTPase Der [Treponema pallidum],Treponema pallidum
cutB,187,37,275,8,31,WP_014342259,FAD binding domain-containing protein [Treponema pallidum],Treponema pallidum
tp75,187,37,277,8,29,WP_014342229,DUF3798 domain-containing protein [Treponema pallidum],Treponema pallidum
upp,188,37,276,7,30,WP_010881896,uracil phosphoribosyltransferase [Treponema pallidum],Treponema pallidum
group_136,189,37,278,8,25,WP_014342364,major outer sheath N-terminal domain-containing protein [Treponema pallidum],Treponema pallidum
group_103,189,36,276,8,28,WP_014505460,hypothetical protein [Treponema pallidum],Treponema pallidum
flgL,184,37,276,8,31,WP_010882104,flagellar hook-associated protein 3 [Treponema pallidum],Treponema pallidum
coaX,185,37,277,7,30,WP_010881879,type III pantothenate kinase [Treponema pallidum],Treponema pallidum
group_119,187,36,278,8,25,WP_014342360,hypothetical protein [Treponema pallidum],Treponema pallidum
group_33,188,37,277,8,24,WP_014342565,6-hydroxymethylpterin diphosphokinase MptE-like protein [Treponema pallidum],Treponema pallidum
group_131,185,37,275,8,28,NA,NA,NA
group_192,185,37,271,7,31,WP_013945158,sensor histidine kinase [Treponema paraluiscuniculi],Treponema paraluiscuniculi
group_264,187,37,278,4,14,WP_167315811,MSP porin [Treponema paraluiscuniculi],Treponema paraluiscuniculi
group_260,189,37,277,6,9,WP_014342366,major outer sheath N-terminal domain-containing protein [Treponema pallidum],Treponema pallidum
