Assembly Accession	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value
GCA_018205275.2	geo_loc_name	Japan
GCA_018205275.2	host	Homo sapiens
GCA_018205275.2	host_disease	syphilis
GCA_018205275.2	isolation_source	swab
GCA_018205275.2	lat_lon	missing
GCA_018205375.2	strain	Japan308
GCA_018205375.2	collected_by	NA
GCA_018205375.2	collection_date	2019
GCA_018205375.2	geo_loc_name	Japan
GCA_018205375.2	host	Homo sapiens
GCA_018205375.2	host_disease	syphilis
GCA_018205375.2	isolation_source	swab
GCA_018205375.2	lat_lon	missing
GCA_018205495.2	strain	Japan307
GCA_018205495.2	collected_by	NA
GCA_018205495.2	collection_date	2019
GCA_018205495.2	geo_loc_name	Japan
GCA_018205495.2	host	Homo sapiens
GCA_018205495.2	host_disease	syphilis
GCA_018205495.2	isolation_source	swab
GCA_018205495.2	lat_lon	missing
GCA_018205735.2	strain	Japan303
GCA_018205735.2	collected_by	NA
GCA_018205735.2	collection_date	2019
GCA_018205735.2	geo_loc_name	Japan
GCA_018205735.2	host	Homo sapiens
GCA_018205735.2	host_disease	syphilis
GCA_018205735.2	isolation_source	swab
GCA_018205735.2	lat_lon	missing
GCA_018206135.2	strain	Japan306
GCA_018206135.2	collected_by	NA
GCA_018206135.2	collection_date	2019
GCA_018206135.2	geo_loc_name	Japan
GCA_018206135.2	host	Homo sapiens
GCA_018206135.2	host_disease	syphilis
GCA_018206135.2	isolation_source	swab
GCA_018206135.2	lat_lon	missing
GCA_018206355.2	strain	Japan305
GCA_018206355.2	collected_by	NA
GCA_018206355.2	collection_date	2019
GCA_018206355.2	geo_loc_name	Japan
GCA_018206355.2	host	Homo sapiens
GCA_018206355.2	host_disease	syphilis
GCA_018206355.2	isolation_source	swab
GCA_018206355.2	lat_lon	missing
GCA_018206585.2	strain	Japan302x
GCA_018206585.2	collected_by	NA
GCA_018206585.2	collection_date	2019
GCA_018206585.2	geo_loc_name	Japan
GCA_018206585.2	host	Homo sapiens
GCA_018206585.2	host_disease	syphilis
GCA_018206585.2	isolation_source	swab
GCA_018206585.2	lat_lon	missing
GCA_018206745.2	strain	Japan301
GCA_018206745.2	collected_by	NA
GCA_018206745.2	collection_date	2019
GCA_018206745.2	geo_loc_name	Japan
GCA_018206745.2	host	Homo sapiens
GCA_018206745.2	host_disease	syphilis
GCA_018206745.2	isolation_source	swab
GCA_018206745.2	lat_lon	missing
GCA_018206955.2	strain	Japan300
GCA_018206955.2	collected_by	NA
GCA_018206955.2	collection_date	2019
GCA_018206955.2	geo_loc_name	Japan
GCA_018206955.2	host	Homo sapiens
GCA_018206955.2	host_disease	syphilis
GCA_018206955.2	isolation_source	swab
GCA_018206955.2	lat_lon	missing
GCA_018207135.2	strain	Japan298x
GCA_018207135.2	collected_by	NA
GCA_018207135.2	collection_date	2019
GCA_018207135.2	geo_loc_name	Japan
GCA_018207135.2	host	Homo sapiens
GCA_018207135.2	host_disease	syphilis
GCA_018207135.2	isolation_source	swab
GCA_018207135.2	lat_lon	missing
GCA_018207195.2	strain	Japan295x
GCA_018207195.2	collected_by	NA
GCA_018207195.2	collection_date	2019
GCA_018207195.2	geo_loc_name	Japan
GCA_018207195.2	host	Homo sapiens
GCA_018207195.2	host_disease	syphilis
GCA_018207195.2	isolation_source	swab
GCA_018207195.2	lat_lon	missing
GCA_018207275.2	strain	Japan294x
GCA_018207275.2	collected_by	NA
GCA_018207275.2	collection_date	2019
GCA_018207275.2	geo_loc_name	Japan
GCA_018207275.2	host	Homo sapiens
GCA_018207275.2	host_disease	syphilis
GCA_018207275.2	isolation_source	swab
GCA_018207275.2	lat_lon	missing
GCA_018207315.2	strain	Japan291x
GCA_018207315.2	collected_by	NA
GCA_018207315.2	collection_date	2019
GCA_018207315.2	geo_loc_name	Japan
GCA_018207315.2	host	Homo sapiens
GCA_018207315.2	host_disease	syphilis
GCA_018207315.2	isolation_source	swab
GCA_018207315.2	lat_lon	missing
GCA_018207435.2	strain	Japan290
GCA_018207435.2	collected_by	NA
GCA_018207435.2	collection_date	2019
GCA_018207435.2	geo_loc_name	Japan
GCA_018207435.2	host	Homo sapiens
GCA_018207435.2	host_disease	syphilis
GCA_018207435.2	isolation_source	swab
GCA_018207435.2	lat_lon	missing
GCA_018207455.2	strain	Japan288
GCA_018207455.2	collected_by	NA
GCA_018207455.2	collection_date	2019
GCA_018207455.2	geo_loc_name	Japan
GCA_018207455.2	host	Homo sapiens
GCA_018207455.2	host_disease	syphilis
GCA_018207455.2	isolation_source	swab
GCA_018207455.2	lat_lon	missing
GCA_018207475.2	strain	Japan287e
GCA_018207475.2	collected_by	NA
GCA_018207475.2	collection_date	2019
GCA_018207475.2	geo_loc_name	Japan
GCA_018207475.2	host	Homo sapiens
GCA_018207475.2	host_disease	syphilis
GCA_018207475.2	isolation_source	swab
GCA_018207475.2	lat_lon	missing
GCA_018207495.2	strain	ItalyAS15
GCA_018207495.2	collected_by	NA
GCA_018207495.2	collection_date	2017
GCA_018207495.2	geo_loc_name	Italy
GCA_018207495.2	host	Homo sapiens
GCA_018207495.2	host_disease	syphilis
GCA_018207495.2	isolation_source	swab
GCA_018207495.2	lat_lon	missing
GCA_018207775.2	strain	Japan311
GCA_018207775.2	collected_by	NA
GCA_018207775.2	collection_date	2019
GCA_018207775.2	geo_loc_name	Japan
GCA_018207775.2	host	Homo sapiens
GCA_018207775.2	host_disease	syphilis
GCA_018207775.2	isolation_source	swab
GCA_018207775.2	lat_lon	missing
GCA_019775755.2	strain	UAB528ei
GCA_019775755.2	collected_by	NA
GCA_019775755.2	collection_date	2006
GCA_019775755.2	geo_loc_name	Madagascar
GCA_019775755.2	host	Homo sapiens
GCA_019775755.2	host_disease	syphilis
GCA_019775755.2	isolation_source	swab
GCA_019775755.2	lat_lon	missing
GCA_023016345.1	strain	TpN-CL8
GCA_023016345.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016345.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016345.1	collection_date	1912-06-30
GCA_023016345.1	geo_loc_name	USA: DC, Washington
GCA_023016345.1	host	Homo sapiens
GCA_023016345.1	host_disease	syphilis
GCA_023016345.1	isolation_source	cerebrospinal fluid
GCA_023016345.1	lat_lon	38.9072 N 77.0369 W
GCA_023016345.1	culture_collection	Not applicable
GCA_023016345.1	host_age	25
GCA_023016345.1	host_description	Male
GCA_023016345.1	host_sex	male
GCA_023016345.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016345.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016345.1	sub_species	pallidum
GCA_023016345.1	subsrc_note	Nichols clone
GCA_023016365.1	strain	TpN-CL5
GCA_023016365.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016365.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016365.1	collection_date	1912-06-30
GCA_023016365.1	geo_loc_name	USA: DC, Washington
GCA_023016365.1	host	Homo sapiens
GCA_023016365.1	host_disease	syphilis
GCA_023016365.1	isolation_source	cerebrospinal fluid
GCA_023016365.1	lat_lon	38.9072 N 77.0369 W
GCA_023016365.1	culture_collection	Not applicable
GCA_023016365.1	host_age	25
GCA_023016365.1	host_description	Male
GCA_023016365.1	host_sex	male
GCA_023016365.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016365.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016365.1	sub_species	pallidum
GCA_023016365.1	subsrc_note	Nichols clone
GCA_023016385.1	strain	TpN-CL1
GCA_023016385.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016385.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016385.1	collection_date	1912-06-30
GCA_023016385.1	geo_loc_name	USA: DC, Washington
GCA_023016385.1	host	Homo sapiens
GCA_023016385.1	host_disease	syphilis
GCA_023016385.1	isolation_source	cerebrospinal fluid
GCA_023016385.1	lat_lon	38.9072 N 77.0369 W
GCA_023016385.1	culture_collection	Not applicable
GCA_023016385.1	host_age	25
GCA_023016385.1	host_description	Male
GCA_023016385.1	host_disease_outcome	Recovery
GCA_023016385.1	host_disease_stage	Tertiary Syphilis
GCA_023016385.1	host_sex	male
GCA_023016385.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016385.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016385.1	sub_species	pallidum
GCA_023016385.1	subsrc_note	Nichols clone
GCA_023016405.1	strain	TpN-CL4
GCA_023016405.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016405.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016405.1	collection_date	1912-06-30
GCA_023016405.1	geo_loc_name	USA: DC, Washington
GCA_023016405.1	host	Homo sapiens
GCA_023016405.1	host_disease	syphilis
GCA_023016405.1	isolation_source	cerebrospinal fluid
GCA_023016405.1	lat_lon	38.9072 N 77.0369 W
GCA_023016405.1	culture_collection	Not applicable
GCA_023016405.1	host_age	25
GCA_023016405.1	host_description	Male
GCA_023016405.1	host_sex	male
GCA_023016405.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016405.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016405.1	sub_species	pallidum
GCA_023016405.1	subsrc_note	Nichols clone
GCA_023016425.1	strain	TpN-CL3
GCA_023016425.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016425.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016425.1	collection_date	1912-06-30
GCA_023016425.1	geo_loc_name	USA: DC, Washington
GCA_023016425.1	host	Homo sapiens
GCA_023016425.1	host_disease	syphilis
GCA_023016425.1	isolation_source	cerebrospinal fluid
GCA_023016425.1	lat_lon	38.9072 N 77.0369 W
GCA_023016425.1	culture_collection	Not applicable
GCA_023016425.1	host_age	25
GCA_023016425.1	host_description	Male
GCA_023016425.1	host_sex	male
GCA_023016425.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016425.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016425.1	sub_species	pallidum
GCA_023016425.1	subsrc_note	Nichols clone
GCA_023016445.1	strain	TpN-CL2
GCA_023016445.1	identified_by	Diane G. Edmondson, Steven J. Norris
GCA_023016445.1	collected_by	H. J. Nichols, W. H. Hough
GCA_023016445.1	collection_date	1912-06-30
GCA_023016445.1	geo_loc_name	USA: DC, Washington
GCA_023016445.1	host	Homo sapiens
GCA_023016445.1	host_disease	syphilis
GCA_023016445.1	isolation_source	cerebrospinal fluid
GCA_023016445.1	lat_lon	38.9072 N 77.0369 W
GCA_023016445.1	culture_collection	Not applicable
GCA_023016445.1	host_age	25
GCA_023016445.1	host_description	Male
GCA_023016445.1	host_sex	male
GCA_023016445.1	host_tissue_sampled	Cerebrospinal fluid
GCA_023016445.1	passage_history	Passaged in rabbits since 1912, in vitro culture 2017-
GCA_023016445.1	sub_species	pallidum
GCA_023016445.1	subsrc_note	Nichols clone
GCA_023116935.1	strain	C279
GCA_023116935.1	collected_by	A A Noda; Tropical Medicine Institute Pedro Kouri, Havana, Cuba
GCA_023116935.1	collection_date	2017
GCA_023116935.1	geo_loc_name	Cuba
GCA_023116935.1	host	Homo sapiens
GCA_023116935.1	host_disease	bejel
GCA_023116935.1	isolation_source	genital ulcer
GCA_023116935.1	lat_lon	23.1 N 82.35 W
GCA_023116935.1	host_sex	male
GCA_023116935.1	sub_species	endemicum
GCA_023117035.1	strain	C77
GCA_023117035.1	isolate	77
GCA_023117035.1	collected_by	Angel A. Noda, Institute of Tropical Medicine Pedro Kouri
GCA_023117035.1	collection_date	2014
GCA_023117035.1	geo_loc_name	Cuba
GCA_023117035.1	host	Homo sapiens
GCA_023117035.1	host_disease	bejel
GCA_023117035.1	isolation_source	Genital ulcer
GCA_023117035.1	host_sex	male
GCA_023117035.1	sub_species	endemicum
GCA_023117035.1	lat_lon	23.107924 N 82.379735 W
GCA_024971635.1	strain	Madras
GCA_024971635.1	collected_by	CDC
GCA_024971635.1	collection_date	1954
GCA_024971635.1	geo_loc_name	India: Madras
GCA_024971635.1	host	Homo sapiens
GCA_024971635.1	host_disease	syphilis
GCA_024971635.1	isolation_source	lession
GCA_024971635.1	lat_lon	13.08165 N 80.27410 E
GCA_024971635.1	sub_species	pallidum
GCA_025201015.1	strain	34832H3
GCA_025201015.1	collected_by	NA
GCA_025201015.1	collection_date	missing
GCA_025201015.1	geo_loc_name	Argentina
GCA_025201015.1	host	Homo sapiens
GCA_025201015.1	host_disease	syphilis
GCA_025201015.1	isolation_source	swab
GCA_025201015.1	lat_lon	missing
GCA_025201035.1	strain	62391H1
GCA_025201035.1	collected_by	NA
GCA_025201035.1	collection_date	missing
GCA_025201035.1	geo_loc_name	Argentina
GCA_025201035.1	host	Homo sapiens
GCA_025201035.1	host_disease	syphilis
GCA_025201035.1	isolation_source	swab
GCA_025201035.1	lat_lon	missing
GCA_025201055.1	strain	26165H2
GCA_025201055.1	collected_by	NA
GCA_025201055.1	collection_date	missing
GCA_025201055.1	geo_loc_name	Argentina
GCA_025201055.1	host	Homo sapiens
GCA_025201055.1	host_disease	syphilis
GCA_025201055.1	isolation_source	swab
GCA_025201055.1	lat_lon	missing
GCA_025201075.1	strain	34832H2
GCA_025201075.1	collected_by	NA
GCA_025201075.1	collection_date	missing
GCA_025201075.1	geo_loc_name	Argentina
GCA_025201075.1	host	Homo sapiens
GCA_025201075.1	host_disease	syphilis
GCA_025201075.1	isolation_source	swab
GCA_025201075.1	lat_lon	missing
GCA_025201095.1	strain	62388H1
GCA_025201095.1	collected_by	NA
GCA_025201095.1	collection_date	missing
GCA_025201095.1	geo_loc_name	Argentina
GCA_025201095.1	host	Homo sapiens
GCA_025201095.1	host_disease	syphilis
GCA_025201095.1	isolation_source	swab
GCA_025201095.1	lat_lon	missing
GCA_025201115.1	strain	62388H3
GCA_025201115.1	collected_by	NA
GCA_025201115.1	collection_date	missing
GCA_025201115.1	geo_loc_name	Argentina
GCA_025201115.1	host	Homo sapiens
GCA_025201115.1	host_disease	syphilis
GCA_025201115.1	isolation_source	swab
GCA_025201115.1	lat_lon	missing
GCA_025201135.1	strain	82674H1
GCA_025201135.1	collected_by	NA
GCA_025201135.1	collection_date	missing
GCA_025201135.1	geo_loc_name	Argentina
GCA_025201135.1	host	Homo sapiens
GCA_025201135.1	host_disease	syphilis
GCA_025201135.1	isolation_source	swab
GCA_025201135.1	lat_lon	missing
GCA_025201155.1	strain	26166H1
GCA_025201155.1	collected_by	NA
GCA_025201155.1	collection_date	missing
GCA_025201155.1	geo_loc_name	Argentina
GCA_025201155.1	host	Homo sapiens
GCA_025201155.1	host_disease	syphilis
GCA_025201155.1	isolation_source	swab
GCA_025201155.1	lat_lon	missing
GCA_025201175.1	strain	34829H1
GCA_025201175.1	collected_by	NA
GCA_025201175.1	collection_date	missing
GCA_025201175.1	geo_loc_name	Argentina
GCA_025201175.1	host	Homo sapiens
GCA_025201175.1	host_disease	syphilis
GCA_025201175.1	isolation_source	swab
GCA_025201175.1	lat_lon	missing
GCA_025201195.1	strain	62388H2
GCA_025201195.1	collected_by	NA
GCA_025201195.1	collection_date	missing
GCA_025201195.1	geo_loc_name	Argentina
GCA_025201195.1	host	Homo sapiens
GCA_025201195.1	host_disease	syphilis
GCA_025201195.1	isolation_source	swab
GCA_025201195.1	lat_lon	missing
GCA_025201215.1	strain	66835H3
GCA_025201215.1	collected_by	NA
GCA_025201215.1	collection_date	missing
GCA_025201215.1	geo_loc_name	Argentina
GCA_025201215.1	host	Homo sapiens
GCA_025201215.1	host_disease	syphilis
GCA_025201215.1	isolation_source	swab
GCA_025201215.1	lat_lon	missing
GCA_025201255.1	strain	ItalyGE4a
GCA_025201255.1	collected_by	NA
GCA_025201255.1	collection_date	2017
GCA_025201255.1	geo_loc_name	Italy
GCA_025201255.1	host	Homo sapiens
GCA_025201255.1	host_disease	syphilis
GCA_025201255.1	isolation_source	swab
GCA_025201255.1	lat_lon	missing
GCA_025201275.1	strain	62391H3
GCA_025201275.1	collected_by	NA
GCA_025201275.1	collection_date	missing
GCA_025201275.1	geo_loc_name	Argentina
GCA_025201275.1	host	Homo sapiens
GCA_025201275.1	host_disease	syphilis
GCA_025201275.1	isolation_source	swab
GCA_025201275.1	lat_lon	missing
GCA_025201295.1	strain	90603H2
GCA_025201295.1	collected_by	NA
GCA_025201295.1	collection_date	missing
GCA_025201295.1	geo_loc_name	Argentina
GCA_025201295.1	host	Homo sapiens
GCA_025201295.1	host_disease	syphilis
GCA_025201295.1	isolation_source	swab
GCA_025201295.1	lat_lon	missing
GCA_025201315.1	strain	66425H2
GCA_025201315.1	collected_by	NA
GCA_025201315.1	collection_date	missing
GCA_025201315.1	geo_loc_name	Argentina
GCA_025201315.1	host	Homo sapiens
GCA_025201315.1	host_disease	syphilis
GCA_025201315.1	isolation_source	swab
GCA_025201315.1	lat_lon	missing
GCA_025398415.1	strain	ChinaNJ55
GCA_025398415.1	collected_by	NA
GCA_025398415.1	collection_date	2018
GCA_025398415.1	geo_loc_name	China
GCA_025398415.1	host	Homo sapiens
GCA_025398415.1	host_disease	syphilis
GCA_025398415.1	isolation_source	swab
GCA_025398415.1	lat_lon	missing
GCA_025398475.1	strain	ChinaNJ59
GCA_025398475.1	collected_by	NA
GCA_025398475.1	collection_date	2018
GCA_025398475.1	geo_loc_name	China
GCA_025398475.1	host	Homo sapiens
GCA_025398475.1	host_disease	syphilis
GCA_025398475.1	isolation_source	swab
GCA_025398475.1	lat_lon	missing
GCA_025398495.1	strain	ChinaNJ41
GCA_025398495.1	collected_by	NA
GCA_025398495.1	collection_date	2017
GCA_025398495.1	geo_loc_name	China
GCA_025398495.1	host	Homo sapiens
GCA_025398495.1	host_disease	syphilis
GCA_025398495.1	isolation_source	swab
GCA_025398495.1	lat_lon	missing
GCA_025398515.1	strain	ChinaNJ42
GCA_025398515.1	collected_by	NA
GCA_025398515.1	collection_date	2018
GCA_025398515.1	geo_loc_name	China
GCA_025398515.1	host	Homo sapiens
GCA_025398515.1	host_disease	syphilis
GCA_025398515.1	isolation_source	swab
GCA_025398515.1	lat_lon	missing
GCA_025398535.1	strain	ChinaNJ56
GCA_025398535.1	collected_by	NA
GCA_025398535.1	collection_date	2018
GCA_025398535.1	geo_loc_name	China
GCA_025398535.1	host	Homo sapiens
GCA_025398535.1	host_disease	syphilis
GCA_025398535.1	isolation_source	swab
GCA_025398535.1	lat_lon	missing
GCA_025398555.1	strain	ChinaNJ06
GCA_025398555.1	collected_by	NA
GCA_025398555.1	collection_date	2016
GCA_025398555.1	geo_loc_name	China
GCA_025398555.1	host	Homo sapiens
GCA_025398555.1	host_disease	syphilis
GCA_025398555.1	isolation_source	swab
GCA_025398555.1	lat_lon	missing
GCA_025398575.1	strain	ChinaNJ27
GCA_025398575.1	collected_by	NA
GCA_025398575.1	collection_date	2019
GCA_025398575.1	geo_loc_name	China
GCA_025398575.1	host	Homo sapiens
GCA_025398575.1	host_disease	syphilis
GCA_025398575.1	isolation_source	swab
GCA_025398575.1	lat_lon	missing
GCA_025398595.1	strain	China27
GCA_025398595.1	collected_by	NA
GCA_025398595.1	collection_date	2018
GCA_025398595.1	geo_loc_name	China
GCA_025398595.1	host	Homo sapiens
GCA_025398595.1	host_disease	syphilis
GCA_025398595.1	isolation_source	swab
GCA_025398595.1	lat_lon	missing
GCA_025398615.1	strain	China16
GCA_025398615.1	collected_by	NA
GCA_025398615.1	collection_date	2018
GCA_025398615.1	geo_loc_name	China
GCA_025398615.1	host	Homo sapiens
GCA_025398615.1	host_disease	syphilis
GCA_025398615.1	isolation_source	swab
GCA_025398615.1	lat_lon	missing
GCA_025398635.1	strain	ChinaNJ25
GCA_025398635.1	collected_by	NA
GCA_025398635.1	collection_date	2019
GCA_025398635.1	geo_loc_name	China
GCA_025398635.1	host	Homo sapiens
GCA_025398635.1	host_disease	syphilis
GCA_025398635.1	isolation_source	swab
GCA_025398635.1	lat_lon	missing
GCA_025398655.1	strain	ChinaNJ28
GCA_025398655.1	collected_by	NA
GCA_025398655.1	collection_date	2017
GCA_025398655.1	geo_loc_name	China
GCA_025398655.1	host	Homo sapiens
GCA_025398655.1	host_disease	syphilis
GCA_025398655.1	isolation_source	swab
GCA_025398655.1	lat_lon	missing
GCA_026240715.1	strain	UAB3
GCA_026240715.1	collected_by	NA
GCA_026240715.1	collection_date	2000
GCA_026240715.1	geo_loc_name	Madagascar
GCA_026240715.1	host	Homo sapiens
GCA_026240715.1	host_disease	syphilis
GCA_026240715.1	isolation_source	swab
GCA_026240715.1	lat_lon	missing
GCA_026240735.1	strain	UAB2
GCA_026240735.1	collected_by	NA
GCA_026240735.1	collection_date	2000
GCA_026240735.1	geo_loc_name	Madagascar
GCA_026240735.1	host	Homo sapiens
GCA_026240735.1	host_disease	syphilis
GCA_026240735.1	isolation_source	swab
GCA_026240735.1	lat_lon	missing
GCA_026409145.1	strain	UAB4
GCA_026409145.1	collected_by	NA
GCA_026409145.1	collection_date	2000
GCA_026409145.1	geo_loc_name	Madagascar
GCA_026409145.1	host	Homo sapiens
GCA_026409145.1	host_disease	syphilis
GCA_026409145.1	isolation_source	swab
GCA_026409145.1	lat_lon	missing
GCA_026409385.1	strain	UAB550
GCA_026409385.1	collected_by	NA
GCA_026409385.1	collection_date	2007
GCA_026409385.1	geo_loc_name	Madagascar
GCA_026409385.1	host	Homo sapiens
GCA_026409385.1	host_disease	syphilis
GCA_026409385.1	isolation_source	swab
GCA_026409385.1	lat_lon	missing
GCA_026409405.1	strain	UAB548
GCA_026409405.1	collected_by	NA
GCA_026409405.1	collection_date	2007
GCA_026409405.1	geo_loc_name	Madagascar
GCA_026409405.1	host	Homo sapiens
GCA_026409405.1	host_disease	syphilis
GCA_026409405.1	isolation_source	swab
GCA_026409405.1	lat_lon	missing
GCA_026409425.1	strain	UAB536
GCA_026409425.1	collected_by	NA
GCA_026409425.1	collection_date	2006
GCA_026409425.1	geo_loc_name	Madagascar
GCA_026409425.1	host	Homo sapiens
GCA_026409425.1	host_disease	syphilis
GCA_026409425.1	isolation_source	swab
GCA_026409425.1	lat_lon	missing
GCA_026409445.1	strain	UAB502
GCA_026409445.1	collected_by	NA
GCA_026409445.1	collection_date	2006
GCA_026409445.1	geo_loc_name	Madagascar
GCA_026409445.1	host	Homo sapiens
GCA_026409445.1	host_disease	syphilis
GCA_026409445.1	isolation_source	swab
GCA_026409445.1	lat_lon	missing
GCA_026409465.1	strain	UAB209
GCA_026409465.1	collected_by	NA
GCA_026409465.1	collection_date	2002
GCA_026409465.1	geo_loc_name	Madagascar
GCA_026409465.1	host	Homo sapiens
GCA_026409465.1	host_disease	syphilis
GCA_026409465.1	isolation_source	swab
GCA_026409465.1	lat_lon	missing
GCA_026409485.1	strain	UAB14
GCA_026409485.1	collected_by	NA
GCA_026409485.1	collection_date	2000
GCA_026409485.1	geo_loc_name	Madagascar
GCA_026409485.1	host	Homo sapiens
GCA_026409485.1	host_disease	syphilis
GCA_026409485.1	isolation_source	swab
GCA_026409485.1	lat_lon	missing
GCA_026409505.1	strain	PeruC40050
GCA_026409505.1	collected_by	NA
GCA_026409505.1	collection_date	2019
GCA_026409505.1	geo_loc_name	Peru
GCA_026409505.1	host	Homo sapiens
GCA_026409505.1	host_disease	syphilis
GCA_026409505.1	isolation_source	swab
GCA_026409505.1	lat_lon	missing
GCA_026409525.1	strain	PeruC10090
GCA_026409525.1	collected_by	NA
GCA_026409525.1	collection_date	2020
GCA_026409525.1	geo_loc_name	Peru
GCA_026409525.1	host	Homo sapiens
GCA_026409525.1	host_disease	syphilis
GCA_026409525.1	isolation_source	swab
GCA_026409525.1	lat_lon	missing
GCA_026409545.1	strain	PeruB20070
GCA_026409545.1	collected_by	NA
GCA_026409545.1	collection_date	2020
GCA_026409545.1	geo_loc_name	Peru
GCA_026409545.1	host	Homo sapiens
GCA_026409545.1	host_disease	syphilis
GCA_026409545.1	isolation_source	swab
GCA_026409545.1	lat_lon	missing
GCA_026409585.1	strain	UAB555
GCA_026409585.1	collected_by	NA
GCA_026409585.1	collection_date	2007
GCA_026409585.1	geo_loc_name	Madagascar
GCA_026409585.1	host	Homo sapiens
GCA_026409585.1	host_disease	syphilis
GCA_026409585.1	isolation_source	swab
GCA_026409585.1	lat_lon	missing
GCA_026409605.1	strain	UAB544
GCA_026409605.1	collected_by	NA
GCA_026409605.1	collection_date	2007
GCA_026409605.1	geo_loc_name	Madagascar
GCA_026409605.1	host	Homo sapiens
GCA_026409605.1	host_disease	syphilis
GCA_026409605.1	isolation_source	swab
GCA_026409605.1	lat_lon	missing
GCA_026409625.1	strain	UAB543
GCA_026409625.1	collected_by	NA
GCA_026409625.1	collection_date	2007
GCA_026409625.1	geo_loc_name	Madagascar
GCA_026409625.1	host	Homo sapiens
GCA_026409625.1	host_disease	syphilis
GCA_026409625.1	isolation_source	swab
GCA_026409625.1	lat_lon	missing
GCA_026409645.1	strain	UAB542
GCA_026409645.1	collected_by	NA
GCA_026409645.1	collection_date	2007
GCA_026409645.1	geo_loc_name	Madagascar
GCA_026409645.1	host	Homo sapiens
GCA_026409645.1	host_disease	syphilis
GCA_026409645.1	isolation_source	swab
GCA_026409645.1	lat_lon	missing
GCA_026409665.1	strain	UAB539
GCA_026409665.1	collected_by	NA
GCA_026409665.1	collection_date	2006
GCA_026409665.1	geo_loc_name	Madagascar
GCA_026409665.1	host	Homo sapiens
GCA_026409665.1	host_disease	syphilis
GCA_026409665.1	isolation_source	swab
GCA_026409665.1	lat_lon	missing
GCA_026409685.1	strain	UAB537
GCA_026409685.1	collected_by	NA
GCA_026409685.1	collection_date	2006
GCA_026409685.1	geo_loc_name	Madagascar
GCA_026409685.1	host	Homo sapiens
GCA_026409685.1	host_disease	syphilis
GCA_026409685.1	isolation_source	swab
GCA_026409685.1	lat_lon	missing
GCA_026409705.1	strain	UAB520
GCA_026409705.1	collected_by	NA
GCA_026409705.1	collection_date	2006
GCA_026409705.1	geo_loc_name	Madagascar
GCA_026409705.1	host	Homo sapiens
GCA_026409705.1	host_disease	syphilis
GCA_026409705.1	isolation_source	swab
GCA_026409705.1	lat_lon	missing
GCA_026409725.1	strain	UAB514
GCA_026409725.1	collected_by	NA
GCA_026409725.1	collection_date	2006
GCA_026409725.1	geo_loc_name	Madagascar
GCA_026409725.1	host	Homo sapiens
GCA_026409725.1	host_disease	syphilis
GCA_026409725.1	isolation_source	swab
GCA_026409725.1	lat_lon	missing
GCA_026409745.1	strain	UAB35
GCA_026409745.1	collected_by	NA
GCA_026409745.1	collection_date	2000
GCA_026409745.1	geo_loc_name	Madagascar
GCA_026409745.1	host	Homo sapiens
GCA_026409745.1	host_disease	syphilis
GCA_026409745.1	isolation_source	swab
GCA_026409745.1	lat_lon	missing
GCA_026409765.1	strain	UAB32
GCA_026409765.1	collected_by	NA
GCA_026409765.1	collection_date	2000
GCA_026409765.1	geo_loc_name	Madagascar
GCA_026409765.1	host	Homo sapiens
GCA_026409765.1	host_disease	syphilis
GCA_026409765.1	isolation_source	swab
GCA_026409765.1	lat_lon	missing
GCA_026409785.1	strain	UAB270
GCA_026409785.1	collected_by	NA
GCA_026409785.1	collection_date	2003
GCA_026409785.1	geo_loc_name	Madagascar
GCA_026409785.1	host	Homo sapiens
GCA_026409785.1	host_disease	syphilis
GCA_026409785.1	isolation_source	swab
GCA_026409785.1	lat_lon	missing
GCA_026409805.1	strain	UAB264
GCA_026409805.1	collected_by	NA
GCA_026409805.1	collection_date	2003
GCA_026409805.1	geo_loc_name	Madagascar
GCA_026409805.1	host	Homo sapiens
GCA_026409805.1	host_disease	syphilis
GCA_026409805.1	isolation_source	swab
GCA_026409805.1	lat_lon	missing
GCA_026409825.1	strain	UAB261
GCA_026409825.1	collected_by	NA
