Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N90	NG90	auN	auNG	L50	LG50	L90	LG90	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA90	NGA90	auNA	auNGA	LA50	LGA50	LA90	LGA90
ERR4899246	551	361	39	2	0	0	1105102	986033	268550	27050	0	0	495	16061	1084515	1139457	52.70	52.78	3041	2932	1026	813	3702.9	3524.4	111	120	352	405	2	2	6517	2	0	0	0	2 + 0 part	1085	94.611	1.004	0.00	49.26	13.59	16061	1081977	3001	2884	1024	796	3688.0	3510.2	112	121	354	408
ERR4993349	31	13	9	9	8	5	1130147	1124195	1116521	1116521	1099729	975598	17	299766	1127074	1139457	52.75	52.78	299206	299206	44528	43401	210049.2	207766.5	2	2	6	7	0	0	0	1	0	0	0	1 + 0 part	534	98.771	1.001	0.00	37.40	14.83	299637	1125795	299094	299094	44528	43401	209905.9	207624.8	2	2	6	7
ERR4993350	44	15	11	11	10	6	1132045	1122151	1112332	1112332	1098786	936013	20	299161	1126628	1139457	52.75	52.78	173236	173236	43401	38616	169551.7	167642.8	3	3	8	9	0	0	0	1	0	0	0	0 + 0 part	0	98.744	1.001	0.00	6.66	11.72	299161	1125959	173236	173236	43401	38612	169544.6	167635.7	3	3	8	9
ERR4993351	61	15	7	7	6	4	1147943	1127869	1111920	1111920	1095180	1007183	33	598998	1140141	1139457	52.74	52.78	598998	598998	44596	44596	375330.8	375556.1	1	1	5	5	0	0	0	1	0	0	0	15 + 0 part	12447	98.821	1.001	0.00	37.91	13.58	598926	1126484	598926	598926	44596	44596	375223.5	375448.7	1	1	5	5
ERR4993352	46	9	7	7	6	4	1136870	1121818	1116666	1116666	1099885	1011961	19	598898	1129262	1139457	52.75	52.78	598898	598898	44523	44523	379586.6	376190.4	1	1	5	5	0	0	0	2	0	0	0	6 + 0 part	3831	98.702	1.000	0.00	17.70	12.09	598478	1124507	598478	598478	44523	44523	379122.3	375730.2	1	1	5	5
ERR4993353	45	13	10	9	8	6	1131954	1122452	1116186	1111007	1099315	1011425	17	299163	1125946	1139457	52.74	52.78	209298	209298	44489	44489	194504.0	192197.7	3	3	7	7	0	0	0	1	0	0	0	0 + 0 part	0	98.753	1.000	0.00	7.02	11.46	299163	1125206	209298	209298	44489	44489	194399.9	192094.8	3	3	7	7
ERR4993354	63	15	8	8	7	4	1147534	1126367	1112080	1112080	1095956	971977	29	598905	1137813	1139457	52.74	52.78	598905	598905	43401	43401	365182.4	364655.5	1	1	6	6	0	0	0	1	0	0	0	11 + 0 part	10485	98.867	1.001	0.00	29.02	13.93	598620	1126934	598620	598620	43401	43401	364861.6	364335.2	1	1	6	6
ERR4993355	50	16	9	9	8	5	1143260	1128438	1116731	1116731	1099926	975804	26	299921	1136131	1139457	52.73	52.78	298841	298841	43425	43425	208394.6	207786.3	2	2	7	7	0	0	0	1	0	0	0	9 + 0 part	8784	98.760	1.001	0.00	7.37	11.73	299227	1125616	298830	298830	43425	43425	207999.4	207392.3	2	2	7	7
ERR4993357	35	13	9	9	8	5	1130078	1121789	1111242	1111242	1099548	975463	19	373337	1126631	1139457	52.75	52.78	225487	225487	44484	43401	219644.2	217171.9	2	2	6	7	0	0	0	1	0	0	0	0 + 0 part	0	98.840	1.000	0.00	37.03	12.34	372907	1126120	225487	225487	44484	43401	219342.2	216873.2	2	2	6	7
ERR4993358	57	14	10	10	9	7	1133601	1122546	1115237	1115237	1099072	1011079	18	299164	1126041	1139457	52.75	52.78	175358	175358	44592	44592	175527.7	173461.0	3	3	8	8	0	0	0	0	0	0	0	0 + 0 part	0	98.823	1.000	0.00	6.48	11.63	299164	1126022	175343	175343	44592	44592	175523.0	173456.4	3	3	8	8
ERR4993359	44	12	8	8	7	5	1132239	1122864	1115555	1115555	1099389	1011465	15	299175	1125611	1139457	52.75	52.78	299161	299161	44523	44523	221206.4	218518.5	2	2	6	6	0	0	0	0	0	0	0	0 + 0 part	0	98.777	1.000	0.00	6.40	11.46	299161	1125393	298961	298961	44523	44523	221092.7	218406.1	2	2	6	6
ERR4993360	50	18	14	12	11	8	1131515	1122197	1111984	1100366	1088039	970429	21	298980	1124937	1139457	52.75	52.78	156395	156395	44617	43423	153673.9	151715.6	3	3	9	10	0	0	0	1	0	0	0	0 + 0 part	0	98.582	1.000	0.00	118.34	16.29	298980	1123049	156395	156395	44617	43423	153137.2	151185.7	3	3	9	10
ERR4993361	36	14	9	9	8	5	1130901	1123509	1111616	1111616	1095502	971481	18	438688	1126823	1139457	52.75	52.78	172966	172966	44568	43401	243966.8	241261.8	2	2	6	7	0	0	0	1	0	0	0	0 + 0 part	0	98.830	1.001	0.00	28.94	12.78	438412	1126547	172966	172966	44568	43401	243752.0	241049.3	2	2	6	7
ERR4993362	33	13	8	8	7	4	1130647	1123313	1112259	1112259	1096145	972016	17	598981	1126621	1139457	52.75	52.78	598981	598981	44617	43401	368882.9	364727.4	1	1	5	6	0	0	0	0	0	0	0	0 + 0 part	0	98.828	1.001	0.00	35.60	13.76	598906	1126433	598906	598906	44617	43401	368791.8	364637.3	1	1	5	6
ERR5206964	728	336	14	0	0	0	1003573	761122	92720	0	0	0	606	8116	955355	1139457	53.41	52.78	2105	1666	734	-	2585.4	2167.6	137	186	451	-	0	0	0	1	0	0	0	2 + 1 part	2700	83.292	1.004	0.00	21.63	12.92	8116	952260	2105	1666	732	-	2580.7	2163.7	137	186	452	-
ERR5206965	847	198	2	0	0	0	688320	313965	10121	0	0	0	597	5075	585729	1139457	54.34	52.78	1049	512	569	-	1322.2	679.7	178	566	487	-	0	0	0	0	0	0	0	29 + 1 part	23204	49.112	1.004	0.00	31.17	13.89	5075	561427	1034	-	540	-	1285.5	660.8	179	-	500	-
ERR5206966	770	300	10	0	0	0	915253	633056	59583	0	0	0	604	8846	845604	1139457	53.64	52.78	1684	1172	668	-	2269.0	1683.8	138	242	457	-	0	0	0	0	0	0	0	2 + 0 part	1424	73.781	1.004	0.00	17.31	11.50	8846	843482	1684	1172	665	-	2266.8	1682.3	138	242	458	-
ERR5206967	895	329	5	1	0	0	969576	621261	34863	12198	0	0	720	12198	899923	1139457	53.35	52.78	1447	1142	648	-	1963.6	1550.8	187	281	562	-	1	1	5417	0	0	0	0	27 + 2 part	26266	76.341	1.004	0.00	27.16	13.18	12198	872612	1424	1094	617	-	1915.7	1513.0	189	285	579	-
ERR5206968	848	298	12	3	0	0	947140	613650	90585	34908	0	0	657	13122	868413	1139457	53.31	52.78	1509	1115	646	-	2432.9	1854.2	152	257	506	-	1	1	1267	0	0	0	0	24 + 0 part	20940	73.986	1.004	0.00	24.59	12.77	13122	845813	1491	1090	620	-	2402.8	1831.3	153	260	517	-
ERR5206969	842	310	10	0	0	0	940139	617545	65877	0	0	0	664	8989	867957	1139457	53.38	52.78	1567	1138	661	-	2117.9	1613.2	165	266	512	-	0	0	0	0	0	0	0	3 + 0 part	1966	75.772	1.003	0.00	27.02	12.13	8989	865914	1567	1138	659	-	2116.1	1611.9	165	266	512	-
ERR5206970	229	133	67	39	7	0	1135064	1083391	938403	727975	221523	0	184	43983	1122259	1139457	52.80	52.78	13798	13798	2375	2203	16048.1	15805.9	26	26	88	95	1	1	677	1	0	0	0	9 + 0 part	9220	97.414	1.002	0.00	9.35	11.87	43983	1111728	13798	13798	2345	2203	16029.0	15787.1	26	26	89	95
ERR5206971	705	318	30	1	0	0	1016245	784571	203480	19813	0	0	566	19813	961647	1139457	53.14	52.78	2316	1823	757	-	3325.9	2806.9	111	155	413	-	2	2	7625	0	0	0	0	14 + 0 part	10112	83.115	1.004	0.00	25.16	13.16	19813	950040	2316	1823	745	-	3288.2	2775.1	112	156	416	-
ERR5206972	206	121	61	41	10	1	1138319	1096403	959115	824052	336998	67401	161	67401	1125889	1139457	52.77	52.78	17970	17806	3529	2629	20035.1	19796.5	21	22	74	78	0	0	0	1	0	0	0	11 + 0 part	7951	97.862	1.002	0.00	11.10	12.62	67401	1116953	17970	17806	3529	2629	20019.6	19781.2	21	22	74	78
ERR5206973	795	194	1	0	0	0	720454	371198	7557	0	0	0	550	7557	620201	1139457	54.16	52.78	1280	583	602	-	1704.7	927.9	140	457	438	-	0	0	0	0	0	0	0	11 + 0 part	10572	53.271	1.003	0.00	31.70	13.96	7557	608816	1257	569	585	-	1684.6	916.9	141	465	445	-
ERR5206974	330	209	68	23	2	0	1132840	1068927	719422	374144	71013	0	276	39603	1117151	1139457	52.82	52.78	8127	8079	1781	1477	9917.9	9723.8	44	45	162	174	1	1	7811	1	0	0	0	9 + 1 part	9360	96.935	1.003	0.00	9.21	10.38	39603	1107384	8127	8079	1781	1471	9880.4	9687.0	44	45	163	175
ERR5206975	867	294	1	0	0	0	877182	530775	5735	0	0	0	670	5735	794505	1139457	53.81	52.78	1332	908	625	-	1714.1	1195.2	179	335	527	-	1	1	3832	0	0	0	0	11 + 0 part	8812	68.659	1.003	0.00	26.89	12.36	5735	784617	1328	898	610	-	1693.1	1180.6	181	338	533	-
ERR5206976	630	318	44	7	0	0	1094731	914876	331114	89153	0	0	502	19417	1047820	1139457	53.01	52.78	3081	2861	900	587	4266.5	3923.4	94	110	348	461	2	2	13728	1	0	0	0	29 + 1 part	23529	89.622	1.003	0.00	15.53	10.35	19417	1023750	3053	2858	858	-	4222.3	3882.7	95	111	353	-
ERR5206977	919	175	0	0	0	0	686579	273060	0	0	0	0	594	4387	556884	1139457	54.25	52.78	989	-	560	-	1211.8	592.3	181	-	489	-	2	2	7303	0	0	0	0	2 + 0 part	1539	48.573	1.003	0.00	36.04	12.43	3609	554934	988	-	559	-	1187.6	580.4	183	-	492	-
ERR5206978	955	336	8	0	0	0	994828	650100	52353	0	0	0	696	8559	903432	1139457	53.57	52.78	1467	1204	648	-	2046.9	1622.9	174	264	539	-	1	1	3376	0	0	0	0	55 + 1 part	47374	74.725	1.004	0.00	24.58	11.82	8559	854293	1454	1153	586	-	1987.9	1576.2	175	267	563	-
ERR5206979	702	283	25	1	0	0	970158	723783	182290	18692	0	0	546	18692	907932	1139457	53.46	52.78	2493	1675	708	-	3336.2	2658.4	106	162	394	-	0	0	0	0	0	0	1	2 + 0 part	1482	79.239	1.003	0.00	17.78	10.83	18692	905307	2493	1675	705	-	3332.5	2655.4	106	162	394	-
ERR5206980	639	292	30	1	0	0	969804	757479	198923	14272	0	0	526	14272	925619	1139457	53.61	52.78	2423	1883	768	-	3237.3	2629.7	106	156	379	-	0	0	0	0	0	0	0	4 + 0 part	2545	80.748	1.003	0.00	29.48	12.47	14272	922561	2423	1883	768	-	3233.2	2626.4	106	156	379	-
ERR5206981	521	274	52	9	0	0	1071176	926133	420224	129672	0	0	420	24402	1033413	1139457	53.17	52.78	3814	3319	991	541	5342.7	4845.5	74	89	278	405	0	0	0	2	0	0	0	8 + 0 part	5774	89.859	1.003	0.00	15.49	13.05	24399	1026743	3784	3319	987	503	5330.2	4834.2	75	89	279	410
ERR5206982	1008	289	2	0	0	0	892586	465944	11564	0	0	0	734	6059	779610	1139457	53.39	52.78	1141	806	608	-	1448.5	991.1	218	404	593	-	0	0	0	0	0	0	0	34 + 2 part	28163	65.652	1.003	0.00	23.73	11.86	6059	750199	1127	782	568	-	1414.2	967.6	219	410	607	-
ERR5206983	703	204	7	0	0	0	722055	425114	42539	0	0	0	509	8019	639288	1139457	54.37	52.78	1481	631	612	-	2073.4	1163.3	118	385	394	-	1	1	4539	0	0	0	1	5 + 0 part	3006	55.550	1.004	0.00	21.57	14.49	8019	635016	1480	622	606	-	2052.4	1151.5	119	387	396	-
ERR5206984	287	161	74	32	4	0	1116704	1049609	840729	544610	118722	0	229	30750	1098098	1139457	52.94	52.78	9920	9832	1980	1292	12085.4	11646.7	33	35	117	140	0	0	0	2	0	0	0	6 + 0 part	4000	95.679	1.003	0.00	11.26	12.27	30750	1092502	9920	9832	1951	1269	12043.7	11606.6	33	35	118	141
ERR5206985	825	252	3	0	0	0	788787	449901	19252	0	0	0	614	7436	698896	1139457	53.93	52.78	1287	702	605	-	1703.6	1044.9	163	396	487	-	2	2	2171	1	0	0	0	8 + 0 part	6372	60.443	1.004	0.00	29.94	13.60	7436	691345	1282	694	595	-	1689.7	1036.4	164	399	491	-
ERR5206986	747	308	25	3	0	0	995184	732611	177289	34278	0	0	588	11519	933186	1139457	53.52	52.78	1973	1596	726	-	2995.1	2452.9	124	181	436	-	1	1	2432	2	0	0	0	18 + 0 part	13763	80.377	1.004	0.00	19.05	12.08	11519	918822	1973	1596	707	-	2976.9	2438.0	124	181	440	-
ERR5206987	889	301	5	0	0	0	910405	557447	30209	0	0	0	702	8590	836040	1139457	53.61	52.78	1341	971	615	-	1816.4	1332.7	183	314	552	-	1	1	2991	0	0	0	0	21 + 0 part	16879	71.699	1.003	0.00	24.79	12.45	8590	819023	1328	946	594	-	1791.7	1314.6	184	317	560	-
ERR5206988	396	172	68	21	1	0	1006934	884429	609654	291530	25429	0	296	25429	968925	1139457	53.57	52.78	6339	5495	1106	-	7780.9	6616.4	47	61	161	-	0	0	0	2	0	0	0	5 + 0 part	4747	84.391	1.002	0.00	16.82	13.91	25429	963135	6339	5495	1068	-	7761.1	6599.5	47	61	162	-
ERR5206989	644	289	35	4	0	0	1017139	812042	264393	50611	0	0	503	16183	961750	1139457	53.26	52.78	2850	2257	776	-	3897.4	3289.6	94	129	349	-	0	0	0	0	0	0	1	9 + 0 part	5812	83.560	1.003	0.00	17.71	11.32	16183	954172	2850	2257	757	-	3889.3	3282.8	94	129	351	-
ERR5206990	137	83	53	34	12	2	1134381	1113463	1031800	892557	554188	189629	98	111012	1124188	1139457	52.77	52.78	24602	24602	6388	5734	34867.4	34400.1	13	13	50	52	0	0	0	1	0	0	0	2 + 0 part	1406	98.320	1.002	0.00	8.02	11.85	111012	1122255	24602	24602	6388	5734	34858.0	34390.9	13	13	50	52
ERR5206991	743	330	24	2	0	0	1052158	808814	170774	32018	0	0	605	17129	1002138	1139457	53.32	52.78	2306	1918	726	-	3182.5	2798.9	125	158	440	-	1	1	17129	0	0	0	0	21 + 0 part	16087	86.077	1.004	0.00	24.08	13.31	14889	984097	2306	1918	710	-	3054.2	2686.1	126	159	445	-
ERR5206992	681	327	28	4	0	0	1071309	855725	219530	57945	0	0	558	24253	1023180	1139457	52.98	52.78	2530	2213	800	-	3797.5	3410.0	112	137	400	-	1	1	3539	1	0	0	0	14 + 0 part	10240	88.511	1.004	0.00	20.65	12.25	24177	1011914	2523	2213	788	-	3780.0	3394.3	113	137	404	-
ERR5206993	525	332	47	5	0	0	1100208	984894	320799	59525	0	0	462	14089	1079352	1139457	52.91	52.78	3573	3394	1083	783	4061.5	3847.3	99	108	319	378	0	0	0	1	0	0	1	4 + 0 part	2375	94.050	1.004	0.00	17.39	11.99	14089	1075562	3553	3394	1069	778	4053.7	3839.9	99	108	320	379
ERR5206994	652	330	36	6	0	0	1070931	884589	268414	75757	0	0	528	18809	1025083	1139457	53.05	52.78	2769	2303	839	-	3876.4	3487.3	101	124	372	-	2	2	16284	1	0	0	0	12 + 0 part	8529	88.800	1.004	0.00	22.85	11.13	18809	1015461	2744	2303	832	-	3804.1	3422.2	103	125	375	-
ERR5206995	656	345	35	1	0	0	1072438	891791	235126	14703	0	0	540	14703	1031092	1139457	53.04	52.78	2627	2339	870	518	3383.6	3061.8	115	138	384	530	2	2	11147	1	0	0	0	11 + 0 part	7546	89.400	1.004	0.00	29.25	15.36	14703	1022293	2544	2339	857	-	3349.6	3031.1	116	138	387	-
ERR5206996	813	277	8	0	0	0	865328	547767	51205	0	0	0	605	8611	778446	1139457	54.11	52.78	1526	946	650	-	2051.9	1401.8	149	300	469	-	2	2	4777	1	0	0	0	3 + 0 part	1873	67.878	1.004	0.00	29.12	13.66	8611	776102	1509	937	643	-	2043.1	1395.8	150	302	471	-
ERR5206997	911	242	2	0	0	0	823883	428032	11327	0	0	0	660	5857	720882	1139457	53.67	52.78	1206	723	597	-	1584.4	1002.4	180	410	529	-	0	0	0	1	0	0	0	12 + 1 part	9953	62.087	1.003	0.00	39.89	14.24	5857	709441	1196	715	584	-	1569.1	992.7	181	414	535	-
ERR5206998	689	268	29	4	0	0	978175	736283	223152	57536	0	0	518	18139	912675	1139457	53.88	52.78	2714	1896	743	-	3819.0	3058.9	95	144	368	-	0	0	0	0	0	0	0	28 + 0 part	22425	77.872	1.002	0.00	20.81	12.49	18139	889016	2709	1896	694	-	3792.1	3037.4	95	144	375	-
ERR5206999	826	255	4	0	0	0	809263	475324	27609	0	0	0	623	9605	726900	1139457	53.97	52.78	1389	750	602	-	1804.0	1150.8	160	366	492	-	3	2	6392	1	0	0	0	3 + 0 part	1746	63.290	1.004	0.00	26.95	13.96	9605	723553	1383	747	600	-	1780.8	1136.0	162	369	495	-
ERR5207000	922	258	2	0	0	0	807992	419806	10532	0	0	0	675	5429	709541	1139457	53.89	52.78	1185	697	596	-	1390.7	866.0	199	439	545	-	0	0	0	0	0	0	0	14 + 0 part	10100	61.162	1.003	0.00	30.48	13.16	5429	698880	1183	692	589	-	1377.7	857.9	199	442	550	-
ERR5207001	810	293	7	0	0	0	879159	572295	40357	0	0	0	614	6808	797685	1139457	54.01	52.78	1532	1002	658	-	2009.7	1406.9	152	291	475	-	1	1	5185	1	0	0	0	4 + 0 part	2751	69.497	1.003	0.00	57.29	14.86	6807	794149	1528	1001	653	-	1993.2	1395.3	153	292	477	-
ERR5207002	784	246	11	0	0	0	835848	528246	75925	0	0	0	577	9855	753958	1139457	53.93	52.78	1671	853	620	-	2321.5	1536.1	127	291	442	-	0	0	0	0	0	0	0	5 + 0 part	3748	65.590	1.003	0.00	24.29	12.01	9855	749424	1671	852	617	-	2315.8	1532.3	127	292	443	-
ERR5207003	102	45	35	26	13	6	1137598	1122206	1101440	1036669	819083	583447	51	173547	1126876	1139457	52.74	52.78	51112	51112	12882	11274	72196.0	71398.9	6	6	24	25	0	0	0	2	0	0	0	2 + 0 part	1218	98.644	1.001	0.00	6.76	12.18	173547	1124830	51112	51112	12882	11274	72175.7	71378.8	6	6	24	25
ERR5207004	864	372	9	0	0	0	1021838	722503	50881	0	0	0	697	6988	960795	1139457	53.17	52.78	1611	1356	713	-	2048.2	1727.0	181	242	540	-	3	2	7202	1	0	0	0	11 + 1 part	9488	83.073	1.005	0.00	23.88	11.05	6988	950467	1601	1349	706	-	2017.2	1700.9	183	244	545	-
ERR5207005	1621	136	67	39	8	1	1487741	1157536	1011659	809257	340139	109479	265	109479	1243279	1139457	52.81	52.78	13812	16631	1475	4608	23708.8	25869.1	24	20	106	70	0	0	0	1	0	0	0	137 + 2 part	112822	98.624	1.003	0.00	17.75	12.25	109479	1126548	13812	16631	879	4608	23614.8	25766.4	24	20	110	70
ERR5207006	453	286	67	13	1	0	1141512	1056050	538009	173807	27700	0	375	27700	1119906	1139457	52.80	52.78	4814	4752	1277	1204	5949.4	5847.3	72	74	245	259	0	0	0	1	0	0	1	21 + 0 part	15871	96.408	1.004	0.00	10.43	11.70	27700	1102303	4814	4752	1276	1171	5928.3	5826.6	72	74	245	260
ERR5207007	158	36	9	7	7	4	1209400	1157539	1116434	1099630	1099630	975541	83	598942	1189018	1139457	52.68	52.78	598942	598942	36076	43425	349867.7	365085.3	1	1	7	6	0	0	0	2	0	0	0	63 + 1 part	60859	98.841	1.001	0.00	7.45	11.89	598669	1126795	598669	598669	36076	43425	349527.8	364730.6	1	1	7	6
ERR5207008	124	28	13	12	10	6	1175680	1138114	1111409	1102282	1076762	905784	56	438730	1156424	1139457	52.70	52.78	173002	173002	36076	43425	218308.0	221558.7	2	2	10	9	0	0	0	1	0	0	0	33 + 0 part	29349	98.748	1.001	0.00	12.35	11.81	438658	1125880	173002	173002	36076	43425	218221.4	221470.8	2	2	10	9
ERR5207009	47	14	10	10	9	8	1144610	1129802	1124981	1124981	1108780	1072705	26	299188	1138987	1139457	52.74	52.78	149683	149683	67194	67194	163652.0	163584.5	3	3	8	8	0	0	0	0	0	0	0	8 + 0 part	6524	99.327	1.000	0.00	8.84	12.02	299188	1131814	149044	149044	67194	67194	163478.9	163411.5	3	3	8	8
ERR5207010	342	51	30	23	15	6	1226013	1134926	1091932	1043144	935251	623676	105	186470	1171617	1139457	52.76	52.78	53226	55279	7070	11486	78093.3	80297.4	6	5	25	22	1	1	29755	1	0	0	0	54 + 0 part	42098	98.731	1.002	0.00	7.99	11.99	186470	1126382	53226	55279	7070	11486	77849.7	80046.9	6	5	25	22
ERR5207011	118	22	8	8	7	4	1181223	1138204	1116574	1116574	1099768	975645	60	598940	1163693	1139457	52.72	52.78	598940	598940	43425	43425	357610.3	365216.6	1	1	6	6	0	0	0	2	0	0	0	39 + 2 part	34852	98.883	1.001	0.00	7.63	12.33	598667	1127166	598667	598667	43425	43425	357283.8	364883.2	1	1	6	6
ERR5207012	133	34	20	17	12	3	1170261	1133543	1109904	1092694	1001013	660919	60	255362	1151522	1139457	52.71	52.78	169458	169458	21195	21195	143154.7	144670.5	3	3	14	14	0	0	0	2	0	0	0	29 + 0 part	24843	98.736	1.001	0.00	8.71	12.09	255362	1125225	169458	169458	21195	21195	143005.8	144520.0	3	3	14	14
ERR5207013	404	275	70	11	0	0	1128208	1055503	557205	147390	0	0	349	21442	1109887	1139457	52.68	52.78	5073	4981	1481	1268	5900.6	5747.4	70	73	229	249	0	0	0	0	0	0	0	8 + 0 part	5567	96.489	1.005	0.00	20.65	11.14	21442	1103969	5073	4981	1481	1268	5896.0	5743.0	70	73	229	249
ERR5207014	353	237	66	30	0	0	1138304	1079114	660326	412125	0	0	294	22524	1119738	1139457	52.72	52.78	6846	6663	1645	1478	8025.4	7886.5	49	51	182	193	0	0	0	2	0	0	0	9 + 0 part	7457	97.177	1.003	0.00	23.59	12.33	22524	1110687	6846	6663	1645	1463	8003.6	7865.1	49	51	182	194
ERR5207015	158	106	68	35	9	1	1134539	1114517	1010930	773925	354389	87425	118	87425	1124430	1139457	52.72	52.78	17037	17037	4752	4397	23235.2	22928.8	20	20	69	72	1	1	959	1	0	0	0	0 + 0 part	0	98.339	1.003	0.00	10.41	11.83	87425	1123910	17037	17037	4751	4397	23220.0	22913.8	20	20	69	72
ERR5207016	216	133	63	28	9	3	1136952	1106592	923687	668956	368646	176381	155	67227	1123774	1139457	52.72	52.78	15877	15877	3150	2963	21820.8	21520.5	20	20	88	92	0	0	0	1	0	0	0	4 + 0 part	2790	98.171	1.002	0.00	11.69	10.53	67227	1120636	15877	15877	3150	2963	21802.1	21502.0	20	20	88	92
ERR5207017	54	16	8	8	7	4	1142274	1126948	1112760	1112760	1096030	971981	25	598916	1133340	1139457	52.75	52.78	598916	598916	43401	43401	366647.7	364679.4	1	1	6	6	0	0	0	2	0	0	0	8 + 0 part	6888	98.761	1.001	0.00	29.23	12.97	598634	1125559	598634	598634	43401	43401	366317.7	364351.2	1	1	6	6
ERR5207018	158	18	9	9	8	5	1186580	1130814	1116434	1116434	1099626	975510	58	299733	1159003	1139457	52.76	52.78	299185	299185	43425	43425	204242.5	207746.1	2	2	7	7	0	0	0	1	0	0	0	40 + 0 part	31510	98.773	1.001	0.00	7.55	11.72	299607	1125827	299185	299185	43425	43425	204138.1	207639.9	2	2	7	7
ERR5207019	40	12	8	8	7	4	1135535	1124466	1116630	1116630	1099811	975628	20	598917	1130484	1139457	52.75	52.78	598917	598917	44547	43425	368065.8	365167.3	1	1	5	6	0	0	0	1	0	0	0	4 + 0 part	3510	98.818	1.001	0.00	14.20	12.25	598824	1126377	598824	598824	44547	43425	367948.8	365051.3	1	1	5	6
ERR5207020	134	29	18	18	15	9	1170785	1133198	1115620	1115620	1068198	848595	55	159011	1151596	1139457	52.71	52.78	88938	88938	31088	31088	86466.9	87388.1	5	5	14	14	0	0	0	0	0	0	0	26 + 1 part	23399	98.877	1.001	0.00	36.82	13.49	159011	1127139	88938	88938	31088	31088	86336.2	87256.0	5	5	14	14
ERR5207021	768	372	15	3	0	0	1043066	810665	112016	32838	0	0	620	12404	988338	1139457	52.68	52.78	1987	1714	760	-	2726.0	2364.4	146	188	463	-	1	1	10080	0	0	0	0	6 + 0 part	4104	86.026	1.004	0.00	23.78	10.26	12404	983960	1987	1714	759	-	2686.7	2330.4	147	189	464	-
ERR5207022	876	402	22	0	0	0	1169265	934534	137488	0	0	0	644	8898	1103354	1139457	52.59	52.78	2237	2194	804	697	2753.3	2666.0	150	158	468	511	1	1	3942	0	0	0	1	64 + 2 part	56423	91.361	1.005	0.00	25.34	11.95	8898	1045609	2236	2177	660	562	2691.1	2605.9	151	159	488	542
ERR5207023	1009	402	5	0	0	0	1050149	761442	32305	0	0	0	693	9583	969981	1139457	52.55	52.78	1624	1412	722	-	2038.5	1735.3	187	242	534	-	1	1	9583	0	0	0	0	8 + 1 part	8576	84.023	1.004	0.00	24.76	9.78	8866	961243	1624	1392	710	-	2015.1	1715.4	187	243	539	-
ERR5207024	1040	226	0	0	0	0	813140	343359	0	0	0	0	727	4033	692230	1139457	52.35	52.78	997	646	578	-	1212.3	736.5	229	511	598	-	2	2	2955	0	0	0	0	10 + 0 part	8120	59.795	1.003	0.00	35.27	10.24	4033	683289	986	635	564	-	1197.8	727.7	230	515	604	-
ERR5207025	497	104	51	33	11	5	1233164	1145319	1015025	881719	552973	333825	142	82769	1171280	1139457	52.72	52.78	22321	23460	4124	4877	32189.7	33088.7	13	12	60	54	1	1	967	1	0	0	0	46 + 1 part	45365	98.550	1.002	0.00	9.78	11.65	82769	1124384	22321	23460	4027	4877	32139.5	33037.1	13	12	60	54
ERR5207026	144	50	39	32	15	6	1152846	1123646	1100557	1051730	762626	423271	67	97269	1136150	1139457	52.74	52.78	39711	39711	11304	11304	43858.5	43731.2	10	10	30	30	0	0	0	1	0	0	0	11 + 0 part	8465	98.809	1.001	0.00	7.54	11.89	97269	1127056	39711	39711	11304	11304	43835.2	43708.0	10	10	30	30
ERR5207027	88	46	31	29	18	4	1134871	1123935	1086166	1073291	882159	374366	50	177338	1126929	1139457	52.74	52.78	40528	40528	16755	15879	59577.4	58922.4	9	9	25	26	1	1	60343	1	0	0	0	1 + 0 part	536	98.753	1.001	0.00	4.80	10.30	177338	1126101	40528	40528	15879	13314	58528.0	57884.5	9	9	26	27
ERR5207028	186	122	74	41	8	0	1136790	1109682	968665	719943	230586	0	142	34423	1126367	1139457	52.74	52.78	12504	12504	4026	3711	15130.9	14957.1	28	28	85	88	0	0	0	2	0	0	0	3 + 0 part	1974	98.423	1.002	0.00	9.70	12.02	34423	1123324	12504	12504	4026	3711	15125.4	14951.6	28	28	85	88
ERR5207029	72	15	8	8	7	4	1153824	1127831	1116011	1116011	1099831	975815	37	598879	1143237	1139457	52.75	52.78	598879	598879	43401	43401	363976.5	365184.0	1	1	6	6	0	0	0	1	0	0	0	20 + 0 part	15680	98.848	1.001	0.00	7.63	11.45	598578	1126783	598578	598578	43401	43401	363648.4	364854.7	1	1	6	6
